provider,plz,weekly_parcels,n_stops,area_km2,hub_dist_km,b2c_share,parcels_per_stop,parcels_per_km2,break_even_penalty
Hermes,30625,1721,112,8.86389555258122,10.86,0.9639744334689134,15.366071428571429,194.15842501650806,1.5
Hermes,30627,1110,80,3.3903855235675273,11.3,0.9693693693693693,13.875,327.3963955674293,0.5
Hermes,30629,1544,120,14.669809711755617,13.03,0.9637305699481865,12.866666666666667,105.25017231564492,2.0
Hermes,30655,1982,134,4.462508901721823,9.19,0.9576185671039354,14.791044776119403,444.14477229059673,1.5
Hermes,30657,1834,133,12.670949194485747,6.89,0.9689203925845147,13.789473684210526,144.74053773320597,1.5
Hermes,30659,1587,126,11.3882150903338,10.33,0.9571518588531821,12.595238095238095,139.3545860709137,2.0
Hermes,30823,2384,216,12.528872220645557,8.05,0.9643456375838926,11.037037037037036,190.28049436656823,1.5
Hermes,30826,2156,221,56.38950461206911,9.0,0.9948979591836735,9.755656108597286,38.234065272113575,1.5
Hermes,30827,1865,139,10.610683695060029,5.18,0.967828418230563,13.417266187050359,175.76624217610785,1.5
Hermes,30851,1650,95,4.12190647126244,3.44,0.9503030303030303,17.36842105263158,400.3002036809062,1.5
Hermes,30853,1477,121,8.711379660258004,3.75,0.963439404197698,12.206611570247935,169.54834453355187,2.0
Hermes,30855,7102,261,58.08159729436245,2.52,0.951422134609969,27.21072796934866,122.27625152948984,0.5
