provider,plz,weekly_parcels,n_stops_per_day,parcels_per_stop,hub_dist_km,area_km2,daily_cost_eur,knee_size,knee_wait_d,knee_saving_pct,max_saving_pct,raumtyp_3
GLS,30161,1649,211.5,1.2994483845547675,12.21,1.7979843382791898,3033.1594181406367,3,0.5,30.374494098933564,32.94974280676212,urban
GLS,30163,2801,359.8333333333333,1.2973598888374247,13.11,6.17992293720077,4650.07613989055,4,0.3333333333333333,16.152226486817508,26.596988092897345,urban
GLS,30165,1358,189.33333333333334,1.1954225352112675,14.79,4.951012974183712,2523.097876836286,4,0.3333333333333333,18.0837350935221,25.25713969721057,urban
GLS,30167,2147,277.6666666666667,1.2887154861944778,13.23,5.368928981069905,3533.804649655912,4,0.3333333333333333,13.561450021997537,18.298359706832233,urban
GLS,30173,1424,188.0,1.2624113475177305,9.02,4.775461708125837,2546.347910316581,4,0.3333333333333333,23.622266478937533,29.928512306669102,urban
GLS,30179,1034,147.66666666666666,1.1670428893905191,15.58,8.305970462175056,2122.6183570435423,2,1.0,20.66920178227101,31.64631613437184,suburban
GLS,30419,2617,382.3333333333333,1.1408020924149957,17.6,23.77191867081394,5116.403737601462,4,0.3333333333333333,19.234364230796203,32.20569470396942,suburban
GLS,30449,1981,268.0,1.2319651741293531,10.84,5.186686836161483,3501.3765254958344,4,0.3333333333333333,20.11339764819612,33.027863751229425,urban
GLS,30453,1373,197.16666666666666,1.1606086221470837,13.29,9.157258958740023,3222.2493326778094,3,0.5,36.38456901997545,40.138022017171764,suburban
GLS,30455,1201,183.5,1.0908265213442325,13.26,6.967819653017212,2819.122705381794,4,0.3333333333333333,22.471016238766516,39.57274044263224,suburban
GLS,30457,1189,174.0,1.1388888888888888,10.08,6.068989648841514,2412.6493943434884,2,1.0,23.19807890480594,32.73114446738503,suburban
GLS,30459,1169,169.33333333333334,1.1505905511811023,9.13,7.274391190340525,2117.0047893604556,3,0.5,20.621297763220998,24.81859698352869,urban
GLS,30519,2084,300.8333333333333,1.1545706371191136,6.3,13.714884737746763,3736.7821108326443,4,0.3333333333333333,16.448571517620653,31.323194068857216,urban
GLS,30539,1310,190.0,1.1491228070175439,5.29,19.21423828970633,2523.7468584724056,4,0.3333333333333333,18.981552038870653,29.000697390519207,rural
GLS,30559,2040,302.6666666666667,1.1233480176211454,8.92,19.484913733542946,3829.678741387616,2,1.0,30.09623152966904,35.41955263301699,suburban
GLS,30625,1185,174.0,1.1350574712643677,10.34,8.86389555258122,2333.13305502961,4,0.3333333333333333,21.73774068023258,31.039731269716675,urban
GLS,30627,774,112.16666666666667,1.150074294205052,11.43,3.3903855235675273,1784.286853992224,3,0.6666666666666666,35.62049237532715,39.66526491132614,suburban
GLS,30629,1080,164.83333333333334,1.0920121334681496,12.94,14.669809711755617,2473.365275343272,2,1.0,31.053757062895933,39.89891819387037,suburban
GLS,30655,1383,196.5,1.173027989821883,13.05,4.462508901721823,3135.312315714363,3,0.5,36.54049219552649,40.24985646545742,suburban
GLS,30657,1325,186.33333333333334,1.1851520572450804,16.66,12.670949194485747,3010.304861509741,3,0.5,28.858646965441228,32.44467676510423,rural
GLS,30659,1138,167.83333333333334,1.1300893743793445,14.84,11.3882150903338,2447.7317424233056,3,0.5,25.475725145525242,29.577471741109083,suburban
GLS,30823,1687,253.16666666666666,1.1105990783410138,21.76,12.528872220645557,4011.162990488072,3,0.5,31.985384074276528,38.18627313970524,suburban
GLS,30826,1480,238.16666666666666,1.0356892932120363,26.25,56.38950461206911,4480.658465821776,3,0.5,33.24208421614347,45.26727206123078,rural
GLS,30827,1331,198.16666666666666,1.1194280908326324,22.43,10.610683695060029,3263.8539447507264,3,0.5,30.24891761454186,34.552313590900084,suburban
GLS,30851,1137,164.5,1.1519756838905775,17.37,4.12190647126244,2132.4305023885195,3,0.5,15.130658197350861,20.15910344926959,suburban
GLS,30853,1083,158.16666666666666,1.1412012644889358,18.94,8.711379660258004,2513.269303751421,2,1.0,28.71469796318908,38.42577787589222,suburban
GLS,30855,5111,676.8333333333334,1.2585570056636297,22.3,58.08159729436245,8060.729887256454,3,0.5,15.043901704910226,18.116593406549878,suburban
GLS,30880,2630,391.8333333333333,1.118672905146746,1.58,33.960996603727956,4497.278761377703,4,0.3333333333333333,18.178759827323592,30.568647118731118,suburban
GLS,30890,2471,391.0,1.0532821824381926,23.44,102.53407734275534,6137.887324180325,3,0.5,24.207592431375065,35.94397509478247,rural
GLS,30900,2487,399.8333333333333,1.0366819508128386,31.36,173.55971997363926,7370.444146609013,3,0.5,27.076324435499046,40.968905348140595,rural
GLS,30916,2276,353.0,1.0745986779981114,19.31,59.876286869182046,4948.476000004729,3,0.5,25.26508373701435,31.086351890716053,suburban
GLS,30926,2421,372.6666666666667,1.082737030411449,20.06,53.8021301528445,5543.182450348916,3,0.5,25.08662097932894,35.15236565208481,rural
GLS,30938,1873,298.1666666666667,1.0469536053661264,28.43,153.22446344831192,5665.0462023331565,3,0.5,32.01697688471028,42.074816973414734,rural
GLS,30952,1710,262.8333333333333,1.0843373493975903,11.4,37.755537878390655,3909.255169042049,3,0.5,31.582728530694904,39.75952901431583,suburban
GLS,30966,1619,249.66666666666666,1.0807743658210949,6.33,31.832385676522556,3584.772898157406,3,0.5,31.756778808999353,39.47521277723011,rural
GLS,30974,1120,177.0,1.054613935969868,16.59,53.82702268136371,3205.9466752545936,4,0.3333333333333333,24.869157225504342,39.7313311586166,rural
GLS,30982,1154,183.33333333333334,1.049090909090909,6.34,66.6831619829418,2710.4010225029906,3,0.5,25.825279060513953,34.31513017826963,rural
GLS,30989,1172,180.0,1.0851851851851853,16.28,43.13135688268341,3257.6276860825906,3,0.5,29.51698612401811,40.40785561836727,rural
GLS,31275,3227,507.0,1.0608152531229453,17.38,129.47251256919432,7041.078822408168,4,0.3333333333333333,19.994332673021415,34.81195342913105,suburban
GLS,31303,2208,349.0,1.0544412607449856,24.81,112.90680951768702,6150.5266715912085,3,0.5,28.446467457262735,38.38140329241626,rural
GLS,31311,1483,239.5,1.0320111343075853,30.96,139.34872865781722,5491.018411793599,3,0.5,33.183941567352406,44.679929943192946,rural
GLS,31319,1985,313.5,1.0552897395002658,11.04,101.18549289373648,4281.978436229195,4,0.3333333333333333,17.490706723191202,36.87940159098686,rural
GLS,31515,3284,513.3333333333334,1.0662337662337662,33.59,125.18180774883541,8154.193909949261,3,0.5,27.579830399467678,35.36403315333692,rural
GLS,31535,3227,512.8333333333334,1.048748781280468,38.52,357.6158854957556,10773.2530783337,3,0.5,30.792719052376544,40.95264759120588,rural
GLS,31832,2069,328.0,1.051321138211382,16.88,159.38246951696127,5490.687904189942,3,0.5,25.77929473509697,37.600026458235384,rural
Hermes,30159,4412,500.0,1.4706666666666666,9.13,6.211813374113814,6109.276230098962,4,0.5,5.24302928170059,17.781949667717026,urban
Hermes,30161,2187,247.33333333333334,1.4737196765498652,7.9,1.7979843382791898,3187.2029450413434,5,0.16666666666666666,9.379989453072795,15.613757889944361,urban
Hermes,30163,2318,257.6666666666667,1.499353169469599,6.63,2.603733329707664,3190.478039020655,5,0.16666666666666666,9.35728027192651,17.068750882500144,urban
Hermes,30165,1888,244.16666666666666,1.2887372013651877,5.34,4.951012974183712,3080.171042997964,3,0.5,30.248408371936712,31.563188610796153,urban
