provider,plz,penalty,share_willing,total_eur,baseline_eur,saving_pct,area_km2,hub_dist_km,n_stops,weekly_parcels,raumtyp_3
GLS,31303,0.0,0.0,5596.886925837495,5596.886925837495,0.0,112.90680951768702,24.81,407,2208,rural
GLS,31311,0.0,0.0,4871.049261225609,4871.049261225609,0.0,139.34872865781722,30.96,326,1483,rural
GLS,31319,0.0,0.0,4437.068207504176,4437.068207504176,0.0,101.18549289373648,11.04,357,1985,rural
GLS,31515,0.0,0.0,8050.858133283889,8050.858133283889,0.0,125.1818077488354,33.59,472,3284,rural
GLS,31535,0.0,0.0,10569.427946070218,10569.427946070218,0.0,357.6158854957556,38.52,705,3227,rural
GLS,31832,0.0,0.0,5153.98445539914,5153.98445539914,0.0,159.3824695169613,16.88,440,2069,rural
Hermes,30159,0.0,0.0,6103.311963748475,6103.311963748475,0.0,6.211813374113814,9.13,207,4412,urban
Hermes,30161,0.0,0.0,3205.3444612983394,3205.3444612983394,0.0,1.7979843382791898,7.9,80,2187,urban
Hermes,30163,0.0,0.0,3151.45637345559,3151.45637345559,0.0,2.603733329707664,6.63,93,2318,urban
Hermes,30165,0.0,0.0,3165.918762514473,3165.918762514473,0.0,4.951012974183712,5.34,89,1888,urban
Hermes,30167,0.0,0.0,4309.333549458941,4309.333549458941,0.0,5.368928981069905,7.27,135,2918,urban
Hermes,30173,0.0,0.0,3377.006730770633,3377.006730770633,0.0,4.775461708125837,11.08,82,1982,urban
Hermes,30177,0.0,0.0,2975.551858278056,2975.551858278056,0.0,3.576189607493106,7.86,76,1604,urban
Hermes,30179,0.0,0.0,2972.7332058248016,2972.7332058248016,0.0,8.305970462175056,5.02,88,1492,suburban
Hermes,30419,0.0,0.0,5546.714589306118,5546.714589306118,0.0,23.77191867081394,4.3,253,3791,suburban
Hermes,30449,0.0,0.0,4264.762288981972,4264.762288981972,0.0,5.186686836161483,9.65,147,2752,urban
Hermes,30453,0.0,0.0,3456.6569376644593,3456.6569376644593,0.0,9.157258958740025,8.55,127,1923,suburban
Hermes,30455,0.0,0.0,3386.0721023475717,3386.0721023475717,0.0,6.967819653017212,9.92,152,1769,suburban
Hermes,30457,0.0,0.0,3390.4448760059295,3390.4448760059295,0.0,6.068989648841514,13.07,130,1718,suburban
Hermes,30459,0.0,0.0,3359.004573372854,3359.004573372854,0.0,7.274391190340525,11.99,121,1718,urban
Hermes,30519,0.0,0.0,5162.317584328793,5162.317584328793,0.0,13.714884737746765,13.8,229,2920,urban
