provider,plz,weekly_parcels,schedule_size,weekly_cost,cost_per_parcel
Amazon,31535,8625,5,14053.364313626493,1.629375572594376
Amazon,31535,8625,6,15064.786349077707,1.7466418955452414
Amazon,31832,5466,2,7558.396670081433,1.3828021716211916
Amazon,31832,5466,3,8318.659768690555,1.5218916517911736
Amazon,31832,5466,4,8826.507645463473,1.6148019841682169
Amazon,31832,5466,5,9599.750326789212,1.7562660678355675
Amazon,31832,5466,6,10429.389258721578,1.9080477970584664
DPD,30159,4783,2,5349.5132002197915,1.1184430692493814
DPD,30159,4783,3,5491.356902436557,1.1480988715108837
DPD,30159,4783,4,5894.718273160495,1.2324311672925978
DPD,30159,4783,5,6301.266922230548,1.3174298394795207
DPD,30159,4783,6,6710.202507037614,1.402927557398623
DPD,30161,2359,2,2807.160665998623,1.1899790869006455
DPD,30161,2359,3,2839.2283163617712,1.2035728344051595
DPD,30161,2359,4,2889.0233165489444,1.224681355044063
DPD,30161,2359,5,3179.553008395022,1.3478393422615609
DPD,30161,2359,6,3482.081194853271,1.4760835925617934
DPD,30163,2106,2,2558.0414455016726,1.2146445610169385
DPD,30163,2106,3,2614.79582151156,1.2415934575078633
DPD,30163,2106,4,2887.3417544646263,1.3710074807524342
DPD,30163,2106,5,2952.6564169830394,1.402021090685204
DPD,30163,2106,6,3289.3929863970448,1.5619149982891951
DPD,30165,1757,2,2343.693894573791,1.3339179821137115
DPD,30165,1757,3,2406.4458863229474,1.3696334014359406
DPD,30165,1757,4,2511.820929607989,1.4296078142333462
DPD,30165,1757,5,2852.3024694134424,1.6233935511744122
DPD,30165,1757,6,3194.014143493747,1.81787942145347
DPD,30167,2824,2,3442.4851227306854,1.2190103125816873
DPD,30167,2824,3,3557.0398883051494,1.2595750312695289
DPD,30167,2824,4,3897.771405817105,1.380230667782261
DPD,30167,2824,5,4244.438092969669,1.5029879932612142
DPD,30167,2824,6,4615.715941547309,1.6344603192447977
DPD,30173,1708,2,2060.647426971185,1.206468048577977
DPD,30173,1708,3,2143.350764751738,1.2548892065291206
DPD,30173,1708,4,2431.934720154985,1.4238493677722395
DPD,30173,1708,5,2743.914061391659,1.6065070617047184
DPD,30173,1708,6,3066.477651297526,1.795361622539535
DPD,30177,1250,2,1533.2244827255051,1.226579586180404
DPD,30177,1250,3,1610.114768504413,1.2880918148035303
DPD,30177,1250,4,1694.3674649543154,1.3554939719634524
DPD,30177,1250,5,1997.9187562179795,1.5983350049743836
DPD,30177,1250,6,2316.194074242987,1.8529552593943897
DPD,30179,1256,2,1608.436426882592,1.2806022507027006
DPD,30179,1256,3,1687.2555097229492,1.3433562975501188
DPD,30179,1256,4,1788.481594379246,1.4239503139962149
DPD,30179,1256,5,2122.090724784935,1.6895626789688973
DPD,30179,1256,6,2463.5049177895826,1.961389265756037
DPD,30419,2858,2,3747.3780467217157,1.311188959664701
DPD,30419,2858,3,4027.526852437355,1.4092116348626156
DPD,30419,2858,4,4472.662331700616,1.5649623273969966
DPD,30419,2858,5,4926.310027104323,1.7236914020658933
DPD,30419,2858,6,5411.193124065672,1.8933495885464213
DPD,30449,2554,2,3190.796050077018,1.249332830883719
DPD,30449,2554,3,3313.5603857768274,1.2974003076651635
DPD,30449,2554,4,3651.0590777636294,1.4295454493984454
DPD,30449,2554,5,3804.5071510444022,1.4896269189680509
DPD,30449,2554,6,4192.572497703365,1.641571064096854
DPD,30453,1619,2,2263.690186226157,1.398202709219368
DPD,30453,1619,3,2372.389196933495,1.4653423081738697
DPD,30453,1619,4,2752.79378934197,1.7003049965052315
DPD,30453,1619,5,3141.648472289374,1.9404870119143753
DPD,30453,1619,6,3565.743171288911,2.2024355597831446
DPD,30455,1318,2,2057.904434854685,1.561384244958031
DPD,30455,1318,3,2206.431471837626,1.674075471803965
DPD,30455,1318,4,2363.1318630218525,1.7929680296068684
DPD,30455,1318,5,2787.706585713831,2.1151036310423605
DPD,30455,1318,6,3216.6529345221443,2.4405560959955572
DPD,30457,1335,2,1990.3963575185194,1.4909336011374676
DPD,30457,1335,3,2108.448128665213,1.5793618941312457
DPD,30457,1335,4,2260.7045709898493,1.6934116636628085
DPD,30457,1335,5,2667.9483204757266,1.9984631614050388
DPD,30457,1335,6,3113.8525749573064,2.3324738389193307
DPD,30459,1284,2,1698.22239827922,1.3226031139246262
DPD,30459,1284,3,1842.773929769961,1.435182188294362
DPD,30459,1284,4,2043.6073578074797,1.5915945154263862
DPD,30459,1284,5,2374.3679805739002,1.8491962465528817
DPD,30459,1284,6,2784.850697937263,2.1688868363997376
DPD,30519,2540,2,3241.4976470836664,1.2761801760171916
DPD,30519,2540,3,3431.998787027591,1.3511806248140121
DPD,30519,2540,4,3648.7629023280588,1.4365208276882122
DPD,30519,2540,5,4061.4398639101455,1.598992072405569
DPD,30519,2540,6,4477.761441927955,1.762898205483447
DPD,30539,1695,2,2151.608895471557,1.2693857790392666
DPD,30539,1695,3,2356.8264496688444,1.3904580824004982
DPD,30539,1695,4,2713.8490513464167,1.6010908857500983
DPD,30539,1695,5,3081.071263414301,1.8177411583565197
DPD,30539,1695,6,3458.5057201095606,2.0404163540469384
DPD,30559,2467,2,2865.005790613366,1.1613318972895688
DPD,30559,2467,3,3073.0612500344105,1.2456673084857763
DPD,30559,2467,4,3366.2517642750436,1.3645122676429038
DPD,30559,2467,5,3742.5180739643038,1.5170320526811123
DPD,30559,2467,6,4187.2693912988225,1.6973122785970096
DPD,30625,1405,2,1811.978706835036,1.2896645600249368
DPD,30625,1405,3,1952.7093876076406,1.389828745628214
DPD,30625,1405,4,2264.6336912266916,1.611838926139994
DPD,30625,1405,5,2604.337932191907,1.8536213040511793
DPD,30625,1405,6,2951.061938733617,2.100399956394033
DPD,30627,971,2,1280.106575035703,1.3183383882962956
DPD,30627,971,3,1335.9743373804608,1.375874703790382
DPD,30627,971,4,1410.5612818519417,1.4526892707023087
DPD,30627,971,5,1685.1672477881689,1.7354966506572285
DPD,30627,971,6,1759.7541922596497,1.8123112175691551
DPD,30629,1173,2,1571.1365131526318,1.3394173172656707
DPD,30629,1173,3,1675.1823021041034,1.4281179046070789
DPD,30629,1173,4,1811.397969483554,1.5442437932511117
DPD,30629,1173,5,1971.3935800343254,1.6806424382219314
DPD,30629,1173,6,2336.275720880769,1.9917099069742275
DPD,30655,1537,2,1822.9269043774239,1.1860292156001457
DPD,30655,1537,3,1969.9463662036426,1.2816827366321681
DPD,30655,1537,4,2287.146776932331,1.4880590611140734
DPD,30655,1537,5,2631.2804621754067,1.7119586611420994
DPD,30655,1537,6,2981.043325207656,1.9395207060557293
DPD,30657,1866,2,2373.5261745315747,1.2719861599847668
DPD,30657,1866,3,2494.7481925862976,1.3369497280741145
DPD,30657,1866,4,2657.068907690796,1.4239383213777042
DPD,30657,1866,5,3025.5474023739457,1.62140803985742
DPD,30657,1866,6,3401.216151933136,1.8227310567701696
DPD,30659,1368,2,1814.944994511701,1.3267141772746351
DPD,30659,1368,3,1964.7346183950983,1.4362095163706858
DPD,30659,1368,4,2122.076187643619,1.5512252833652187
DPD,30659,1368,5,2459.000878281687,1.7975152619018182
DPD,30659,1368,6,2805.14347087804,2.050543472864064
DPD,30823,1867,2,2704.276343808323,1.4484608161801409
DPD,30823,1867,3,2933.601472824169,1.5712916297933417
DPD,30823,1867,4,3224.684834376021,1.7272013038971725
DPD,30823,1867,5,3664.6262318423487,1.9628421166804224
DPD,30823,1867,6,4111.0917592057,2.2019773750432248
DPD,30826,1639,2,2609.770207431381,1.592294208316889
DPD,30826,1639,3,2916.711850926841,1.779567938332423
DPD,30826,1639,4,3373.793717788527,2.058446441603738
DPD,30826,1639,5,3858.2337567746167,2.354016935188906
DPD,30826,1639,6,4351.923004302707,2.6552306310571736
DPD,30827,1601,2,2347.9417401250007,1.4665469957058093
DPD,30827,1601,3,2534.4316446188245,1.5830303838968298
DPD,30827,1601,4,2969.492169650474,1.854773372673625
DPD,30827,1601,5,3383.941660369823,2.1136425111616632
DPD,30827,1601,6,3869.9784058547975,2.4172257375732653
DPD,30851,1281,2,1624.4655754927285,1.268123009752325
DPD,30851,1281,3,1710.691467369516,1.335434400756843
DPD,30851,1281,4,2026.6694625863129,1.5820995024092996
DPD,30851,1281,5,2147.906055735339,1.6767416516278995
DPD,30851,1281,6,2516.708998423718,1.9646440268725356
DPD,30853,1470,2,1922.9850781670439,1.3081531143993497
DPD,30853,1470,3,2079.4735176579934,1.4146078351414921
DPD,30853,1470,4,2417.6496744129727,1.6446596424578046
DPD,30853,1470,5,2785.248644201959,1.89472696884487
DPD,30853,1470,6,3185.145797786187,2.1667658488341406
DPD,30855,6668,2,8005.181307259132,1.2005370886711355
DPD,30855,6668,3,8300.1449030709,1.2447727809044542
DPD,30855,6668,4,8613.003753671172,1.2916922246057545
DPD,30855,6668,5,9176.757323532143,1.3762383508596496
DPD,30855,6668,6,9743.517947599248,1.461235445050877
DPD,30880,3235,2,4095.5249791007172,1.2660046303247967
DPD,30880,3235,3,4420.0407463527235,1.3663186232929594
DPD,30880,3235,4,4761.723831145775,1.4719393604778284
DPD,30880,3235,5,5247.016873782013,1.6219526657749654
DPD,30880,3235,6,5748.339202055428,1.7769209279924045
DPD,30890,2726,2,4443.571543319071,1.6300702653408183
DPD,30890,2726,3,4866.925730352087,1.7853726083463268
DPD,30890,2726,4,5373.8027274320775,1.9713142800557877
DPD,30890,2726,5,6031.906606763667,2.2127316972720714
DPD,30890,2726,6,6697.42299501188,2.456868303379266
DPD,30900,2839,2,4635.980762871808,1.6329625793842226
DPD,30900,2839,3,5307.336810672118,1.8694388202437895
DPD,30900,2839,4,6076.66693792564,2.140425127835731
DPD,30900,2839,5,6874.005420925594,2.4212770063140523
DPD,30900,2839,6,7686.90359384051,2.707609578668725
DPD,30916,2914,2,3576.263191396968,1.2272694548376692
DPD,30916,2914,3,3979.3043642547136,1.3655814565047062
DPD,30916,2914,4,4417.355525156348,1.5159078672465163
DPD,30916,2914,5,4885.214876758398,1.676463581591763
DPD,30916,2914,6,5366.783155021368,1.8417238006250405
DPD,30926,2637,2,4081.078834508442,1.5476218560896633
DPD,30926,2637,3,4409.307326664715,1.6720922740480528
DPD,30926,2637,4,4821.209597062614,1.8282933625569262
DPD,30926,2637,5,5451.713282841535,2.0673922195075978
DPD,30926,2637,6,6123.669469356319,2.3222106444278796
DPD,30938,2412,2,3503.778743384446,1.4526445868094717
DPD,30938,2412,3,3905.695612100914,1.6192767877698648
DPD,30938,2412,4,4354.72580281806,1.805441875131866
DPD,30938,2412,5,4893.927546608176,2.0289915201526436
DPD,30938,2412,6,5516.807170575946,2.287233486971785
DPD,30952,1895,2,2836.700536108836,1.4969395968912063
DPD,30952,1895,3,3109.2332254709017,1.6407563195097108
DPD,30952,1895,4,3438.8714221084124,1.814707874463542
DPD,30952,1895,5,3907.521375007478,2.0620165567321784
DPD,30952,1895,6,4401.846399695102,2.3228740895488666
DPD,30966,1807,2,2663.7223101571935,1.4741130659419996
DPD,30966,1807,3,2858.9574473600455,1.582156860741586
DPD,30966,1807,4,3153.056161066794,1.7449120979893715
DPD,30966,1807,5,3576.0430011069257,1.9789944665782655
DPD,30966,1807,6,4000.751079516639,2.2140293743866293
DPD,30974,1280,2,2200.3313458107586,1.7190088639146552
DPD,30974,1280,3,2513.706367791738,1.9638330998372955
DPD,30974,1280,4,3031.238519271341,2.368155093180735
DPD,30974,1280,5,3455.509317571682,2.6996166543528766
DPD,30974,1280,6,3988.9731204115615,3.1163852503215326
DPD,30982,1278,2,2094.8345203674894,1.6391506419150934
DPD,30982,1278,3,2450.64610925131,1.9175634657678482
DPD,30982,1278,4,2865.248648432893,2.2419785981478033
DPD,30982,1278,5,3284.237438173255,2.569825851465771
DPD,30982,1278,6,3717.879935785234,2.9091392298789
DPD,30989,1356,2,2364.1133390042273,1.7434464151948579
DPD,30989,1356,3,2737.0384210010066,2.01846491224263
DPD,30989,1356,4,3143.854040284008,2.3184764308879116
DPD,30989,1356,5,3603.9012133818937,2.657744257656264
DPD,30989,1356,6,4076.1333861951084,3.0059980724152715
DPD,31275,3643,2,4194.2632971458115,1.1513212454421662
DPD,31275,3643,3,4614.934142941368,1.2667949884549459
DPD,31275,3643,4,5119.867294513702,1.4053986534487242
DPD,31275,3643,5,5553.56167885357,1.5244473452795964
DPD,31275,3643,6,6167.149966652001,1.6928767407773817
DPD,31303,2491,2,3318.4124021180196,1.332160739509442
DPD,31303,2491,3,3904.5576546892194,1.567465939257013
DPD,31303,2491,4,4254.3836681155,1.7079019141370935
DPD,31303,2491,5,4871.131382487268,1.9554923253662255
DPD,31303,2491,6,5522.419807510521,2.2169489391852757
DPD,31311,1650,2,2785.1990532015398,1.6879994261827513
DPD,31311,1650,3,3198.6547684166753,1.9385786475252578
DPD,31311,1650,4,3747.045469750272,2.2709366483334983
DPD,31311,1650,5,4297.802712224303,2.6047289164995777
DPD,31311,1650,6,4897.896385826086,2.9684220520158098
DPD,31319,2115,2,2867.8754954575434,1.3559695013983657
DPD,31319,2115,3,3158.1258783044714,1.4932037249666532
DPD,31319,2115,4,3578.010172507061,1.691730578017523
DPD,31319,2115,5,3902.8216266421578,1.845305733636954
DPD,31319,2115,6,4343.981010971941,2.0538917309560003
DPD,31515,3812,2,5707.071512136903,1.4971331353979285
DPD,31515,3812,3,6271.799763016043,1.6452780070871045
DPD,31515,3812,4,7081.005478670708,1.8575565264088951
DPD,31515,3812,5,7891.174059936955,2.0700876337714993
DPD,31515,3812,6,8737.640961185665,2.2921408607517484
DPD,31535,3582,2,6369.789832705662,1.7782774518999613
DPD,31535,3582,3,7398.795561007806,2.0655487328330002
DPD,31535,3582,4,8434.313982194179,2.3546381859838577
DPD,31535,3582,5,9451.27572026401,2.638547102251259
DPD,31535,3582,6,10567.86328204106,2.9502689229595367
DPD,31832,2309,2,4190.489012740199,1.814850157098397
DPD,31832,2309,3,4805.573001776784,2.081235600596268
DPD,31832,2309,4,5425.701728495378,2.349805859027881
DPD,31832,2309,5,6073.971132927652,2.630563504949178
DPD,31832,2309,6,6789.955362259795,2.9406476233260266
FedEx,30159,9864,2,10878.668218525527,1.1028657966875026
FedEx,30159,9864,3,11158.237389815742,1.1312081700948644
FedEx,30159,9864,4,11305.539145306198,1.1461414380886252
FedEx,30159,9864,5,11748.5646706816,1.1910548125184104
FedEx,30159,9864,6,12176.00963075014,1.2343886486972973
FedEx,30161,3810,2,4180.481223318424,1.097239166225308
FedEx,30161,3810,3,4291.5070186215335,1.1263797949137884
FedEx,30161,3810,4,4607.9089148585,1.2094249120363516
FedEx,30161,3810,5,4959.939409973177,1.301821367447028
FedEx,30161,3810,6,5277.021297774937,1.3850449600459152
FedEx,30163,6210,2,6906.294885590847,1.1121247802883811
FedEx,30163,6210,3,7074.757696828092,1.1392524471542822
FedEx,30163,6210,4,7505.806658973255,1.2086645183531812
FedEx,30163,6210,5,7936.438613812489,1.278009438617148
FedEx,30163,6210,6,8371.74763864494,1.3481075102487825
FedEx,30167,3775,2,4255.615237128731,1.1273152946036373
FedEx,30167,3775,3,4379.433899625128,1.160114940298047
FedEx,30167,3775,4,4496.853985132868,1.1912195987106935
FedEx,30167,3775,5,4845.661794124757,1.283619018311194
FedEx,30167,3775,6,5206.383457308772,1.3791744257771583
FedEx,30419,1709,2,2347.1565773131742,1.3734093489252044
FedEx,30419,1709,3,2314.666652530097,1.354398275324808
FedEx,30419,1709,4,2670.0382122616093,1.5623395039564711
FedEx,30419,1709,5,3030.4389980595693,1.7732235213923753
FedEx,30419,1709,6,3400.693550717842,1.989873347406578
FedEx,30449,3703,2,4528.677107670488,1.2229751843560595
FedEx,30449,3703,3,4730.328103344782,1.2774312998500625
FedEx,30449,3703,4,4930.435345627033,1.3314705227186154
FedEx,30449,3703,5,5348.758464269541,1.4444392288062493
FedEx,30449,3703,6,5548.865706551792,1.498478451674802
FedEx,30453,1516,2,1931.58871080833,1.2741350335147295
FedEx,30453,1516,3,2277.623339887604,1.5023900658889207
FedEx,30453,1516,4,2625.771346247596,1.7320391466013165
FedEx,30453,1516,5,2980.510999798723,1.9660362795506088
FedEx,30453,1516,6,3339.211832725207,2.20264632765515
FedEx,30455,612,2,1167.540389268795,1.9077457340993382
FedEx,30455,612,3,1236.5994188631798,2.02058728572415
FedEx,30455,612,4,1319.524515259956,2.156085809248294
FedEx,30455,612,5,1615.7949141537606,2.640187768225099
FedEx,30455,612,6,1937.919657486722,3.166535388050199
FedEx,30457,778,2,1209.2293510645254,1.5542793715482333
FedEx,30457,778,3,1305.1916241596853,1.6776241955780016
FedEx,30457,778,4,1612.2818023024267,2.072341648203633
FedEx,30457,778,5,1732.1555706709355,2.2264210419934902
FedEx,30457,778,6,2039.2457488136772,2.6211384946191223
FedEx,30519,2372,2,3195.887924685433,1.347338922717299
FedEx,30519,2372,3,3329.9968078868997,1.4038772377263489
FedEx,30519,2372,4,3503.3337604921394,1.4769535246594179
FedEx,30519,2372,5,3893.5766632903506,1.6414741413534362
FedEx,30519,2372,6,4302.11259877019,1.8137068291611256
FedEx,30539,2429,2,3187.6581039424664,1.3123335133563057
FedEx,30539,2429,3,3305.4656225142717,1.3608339326942247
FedEx,30539,2429,4,3425.0116185930938,1.410050069408437
FedEx,30539,2429,5,3786.935282638763,1.5590511661748716
FedEx,30539,2429,6,4149.537725839277,1.7083317109260097
FedEx,30559,3144,2,3979.6857555652578,1.2658033573680845
FedEx,30559,3144,3,4383.011536703914,1.3940876389007362
FedEx,30559,3144,4,4576.529458772946,1.4556391408310896
FedEx,30559,3144,5,4980.37236906915,1.5840879036479487
FedEx,30559,3144,6,5388.529040179568,1.7139087277924836
FedEx,30625,2229,2,3005.7019478306593,1.3484530945853115
FedEx,30625,2229,3,3134.472684369926,1.4062237256033763
FedEx,30625,2229,4,3272.275101758174,1.4680462547142996
FedEx,30625,2229,5,3404.0352761366103,1.527158042232665
FedEx,30625,2229,6,3782.1284827242916,1.6967826302038096
FedEx,30655,2242,2,2955.6567253533026,1.3183125447606168
FedEx,30655,2242,3,3107.6745919775617,1.3861171239864236
FedEx,30655,2242,4,3268.1940250040425,1.4577136596806612
FedEx,30655,2242,5,3422.2323625223944,1.526419430206242
FedEx,30655,2242,6,3796.0556935674813,1.6931559739373243
FedEx,30657,3429,2,3660.9586465881275,1.0676461494861849
FedEx,30657,3429,3,3996.6509006683955,1.165544153009156
FedEx,30657,3429,4,4124.256406354001,1.2027577737981923
FedEx,30657,3429,5,4466.011131598582,1.3024237770774518
FedEx,30657,3429,6,4596.9877043879,1.3406205028836102
FedEx,30823,878,2,1413.3929665807693,1.6097869778824252
FedEx,30823,878,3,1501.7810895736084,1.7104568218378227
FedEx,30823,878,4,1612.3391586888192,1.836377173905261
FedEx,30823,878,5,1769.6515063177474,2.0155484126625822
FedEx,30823,878,6,2046.2792575571461,2.33061418856167
FedEx,30827,2757,2,3329.0278334240156,1.2074819852825591
FedEx,30827,2757,3,3504.1790188289824,1.2710116136485246
FedEx,30827,2757,4,3743.643377138588,1.357868471940003
FedEx,30827,2757,5,4172.880718554329,1.5135584760806418
FedEx,30827,2757,6,4607.897716739258,1.6713448374099593
FedEx,30853,3029,2,3321.1643333363377,1.0964557059545519
FedEx,30853,3029,3,3489.616419859672,1.1520688081411925
FedEx,30853,3029,4,3858.170082995937,1.2737438372386718
FedEx,30853,3029,5,4252.154579283985,1.4038146514638445
FedEx,30853,3029,6,4620.70824242025,1.5254896805613238
FedEx,30855,9970,2,9652.231775745797,0.9681275602553457
FedEx,30855,9970,3,9911.6995909691,0.9941524163459478
FedEx,30855,9970,4,10241.813759300721,1.027263165426351
FedEx,30855,9970,5,10498.843225332133,1.053043452891889
FedEx,30855,9970,6,10932.536023154371,1.0965432320114714
FedEx,30880,3498,2,4714.502666671444,1.3477709167156786
FedEx,30880,3498,3,4936.394931277298,1.411204954624728
FedEx,30880,3498,4,5121.369852098925,1.4640851492564106
FedEx,30880,3498,5,5577.582697321654,1.5945062027792036
FedEx,30880,3498,6,5764.462590079087,1.6479309863004823
FedEx,30890,1281,2,2020.8967821607303,1.5775931164408512
FedEx,30890,1281,3,2247.885535751814,1.7547896453956395
FedEx,30890,1281,4,2683.442070885845,2.0948025533847345
FedEx,30890,1281,5,3082.876069645108,2.4066167600664388
FedEx,30890,1281,6,3580.3182602260654,2.794940093853291
FedEx,30900,1597,2,2644.4838601453102,1.6559072386633127
FedEx,30900,1597,3,3023.607235218379,1.8933044678887785
FedEx,30900,1597,4,3568.7665689586966,2.234669110180774
FedEx,30900,1597,5,4157.173380852493,2.6031142021618616
FedEx,30900,1597,6,4747.25256573446,2.972606490754202
FedEx,30916,3245,2,4002.784183580734,1.23352363130377
FedEx,30916,3245,3,4240.78493559895,1.3068674685975192
FedEx,30916,3245,4,4523.029333129097,1.3938457112878573
FedEx,30916,3245,5,4982.895231465286,1.5355609341957739
FedEx,30916,3245,6,5474.7047544065745,1.6871201092162016
FedEx,30926,1266,2,1815.106060592102,1.4337330652386273
FedEx,30926,1266,3,1998.2338550828906,1.5783837717874334
FedEx,30926,1266,4,2294.0849289824364,1.812073403619618
FedEx,30926,1266,5,2722.598941088344,2.1505520861677283
FedEx,30926,1266,6,3179.3850358994787,2.5113625875983243
FedEx,30938,3131,2,4273.484003336107,1.3648942840421932
FedEx,30938,3131,3,4514.820369234962,1.4419739282130186
FedEx,30938,3131,4,4832.13387171261,1.5433196651908687
FedEx,30938,3131,5,5275.196149361498,1.6848278982310758
FedEx,30938,3131,6,5731.530381335895,1.8305750179929399
FedEx,30952,979,2,1617.2982454796065,1.6519900362406603
FedEx,30952,979,3,1780.1858666780438,1.81837167178554
FedEx,30952,979,4,2038.76093718822,2.0824932964128906
FedEx,30952,979,5,2370.1613119383264,2.421002361530466
FedEx,30952,979,6,2628.7363824485024,2.6851239861578167
FedEx,30966,1063,2,1639.0569699579364,1.5419162464326777
FedEx,30966,1063,3,1798.7884161456266,1.6921810123665348
FedEx,30966,1063,4,2013.2299386917973,1.8939133948182476
FedEx,30966,1063,5,2347.63728026959,2.2085016747597273
FedEx,30966,1063,6,2562.0788028157613,2.4102340572114405
FedEx,30974,802,2,1413.221362472587,1.7621213995917544
FedEx,30974,802,3,1655.937433464266,2.0647598921000823
FedEx,30974,802,4,1995.941133822328,2.4887046556388133
FedEx,30974,802,5,2250.6713063766524,2.8063233246591675
FedEx,30974,802,6,2611.395516288126,3.256104135022601
FedEx,30982,618,2,1456.374436032631,2.3565929385641278
FedEx,30982,618,3,1629.618834874826,2.6369236810272265
FedEx,30982,618,4,1923.5526848538839,3.112544797498194
FedEx,30982,618,5,2217.0360825816138,3.5874370268310902
FedEx,30982,618,6,2640.5472372680824,4.272730157391719
FedEx,30989,876,2,1595.7992592402825,1.8216886521007791
FedEx,30989,876,3,1744.2794127083528,1.9911865441876173
FedEx,30989,876,4,1958.746845042126,2.2360123801850755
FedEx,30989,876,5,2312.0484611476177,2.639324727337463
FedEx,30989,876,6,2544.911498075372,2.905150111958187
FedEx,31275,2133,2,3316.94225231204,1.555059658842963
FedEx,31275,2133,3,3629.6244307913303,1.701652335110797
FedEx,31275,2133,4,4053.052913240966,1.90016545393388
FedEx,31275,2133,5,4584.3925851156755,2.149269847686674
FedEx,31275,2133,6,5144.50369953441,2.4118629627446833
FedEx,31303,1243,2,2255.308175006132,1.814407220439366
FedEx,31303,1243,3,2573.5839920104377,2.0704617795739644
FedEx,31303,1243,4,3075.200862844888,2.4740151752573514
FedEx,31303,1243,5,3588.2468141424756,2.8867633259392402
FedEx,31303,1243,6,4189.816438620162,3.3707292346099456
FedEx,31311,675,2,1675.4973568198805,2.482218306399823
FedEx,31311,675,3,2004.2160184456916,2.9692089162158393
FedEx,31311,675,4,2457.1428868614976,3.640211684239256
FedEx,31311,675,5,2816.595994401604,4.172734806520895
FedEx,31311,675,6,3283.617116350181,4.864617950148416
FedEx,31319,751,2,1508.97923227808,2.009293252034727
FedEx,31319,751,3,1836.8471476691534,2.445868372395677
FedEx,31319,751,4,2101.4726084718413,2.798232501294063
FedEx,31319,751,5,2432.245200235512,3.2386753664920267
FedEx,31319,751,6,2700.888589770692,3.596389600227286
FedEx,31515,2478,2,3487.7933529521542,1.4075033708442914
FedEx,31515,2478,3,3805.4671024834392,1.5357010098803225
FedEx,31515,2478,4,4250.175978656751,1.7151638331948147
FedEx,31515,2478,5,4726.9313927617095,1.9075590769821265
FedEx,31515,2478,6,5294.988923991132,2.136799404354775
FedEx,31535,2005,2,3203.3453632803357,1.5976784854266013
FedEx,31535,2005,3,3791.110608501593,1.89082823366663
FedEx,31535,2005,4,4402.103146255913,2.195562666461802
FedEx,31535,2005,5,5035.025614185417,2.5112347202919785
FedEx,31535,2005,6,5646.018151939737,2.815969153087151
FedEx,31832,1068,2,2394.5254113362034,2.242064991887831
FedEx,31832,1068,3,2686.8165840745505,2.515745865238343
FedEx,31832,1068,4,3118.0368586873356,2.9195101673102393
FedEx,31832,1068,5,3606.418920396075,3.3767967419438905
FedEx,31832,1068,6,4259.7187923265865,3.988500741878826
GLS,30159,3332,2,3810.0873203737774,1.1434835895479525
GLS,30159,3332,3,3978.6634770557503,1.1940766737862396
GLS,30159,3332,4,4366.875522788007,1.3105868915930394
GLS,30159,3332,5,4535.660801874366,1.3612427376573728
GLS,30159,3332,6,4935.708154196773,1.4813049682463304
GLS,30161,1649,2,2033.7411909442146,1.2333178841383958
GLS,30161,1649,3,2109.5651835097556,1.2792996867857827
GLS,30161,1649,4,2410.4227154974824,1.4617481597922877
GLS,30161,1649,5,2721.2430006829377,1.650238326672491
GLS,30161,1649,6,3033.1594181406367,1.839393219005844
GLS,30163,2801,2,3413.2959426531997,1.2185990512863976
GLS,30163,2801,3,3551.2433084551108,1.2678483785987542
GLS,30163,2801,4,3898.985309965967,1.3919976115551471
GLS,30163,2801,5,4265.083177265479,1.522700170391103
GLS,30163,2801,6,4650.07613989055,1.6601485683293644
GLS,30165,1358,2,1885.8355213863915,1.388685950947269
GLS,30165,1358,3,1971.715161357597,1.4519257447404985
GLS,30165,1358,4,2066.8275406389316,1.5219643156398612
GLS,30165,1358,5,2200.759797738785,1.6205889526795176
GLS,30165,1358,6,2523.097876836286,1.8579513084214183
GLS,30167,2147,2,2887.1763635251104,1.344749121343787
GLS,30167,2147,3,2948.266923567061,1.3732030384569451
GLS,30167,2147,4,3054.5694982178,1.4227151831475549
GLS,30167,2147,5,3166.6948409839083,1.4749393763315828
GLS,30167,2147,6,3533.804649655912,1.6459267115304665
GLS,30173,1424,2,1784.2638626068715,1.2529942855385334
GLS,30173,1424,3,1856.9535189236954,1.304040392502595
GLS,30173,1424,4,1944.8428214607409,1.365760408329172
GLS,30173,1424,5,2244.1202906581707,1.5759271704060187
GLS,30173,1424,6,2546.347910316581,1.7881656673571495
GLS,30179,1034,2,1450.8878414473334,1.4031797306067053
GLS,30179,1034,3,1549.7327965515742,1.4987744647500718
GLS,30179,1034,4,1666.3017256883281,1.61151037300612
GLS,30179,1034,5,1999.723340334867,1.933968414250355
GLS,30179,1034,6,2122.6183570435423,2.0528223955933678
GLS,30419,2617,2,3468.6303700470544,1.3254223806064402
GLS,30419,2617,3,3908.84273293438,1.493634976283676
GLS,30419,2617,4,4132.296007193127,1.5790202549457877
GLS,30419,2617,5,4622.136734694947,1.766196688840255
GLS,30419,2617,6,5116.403737601462,1.9550644774938717
GLS,30449,1981,2,2344.9466572375395,1.1837186558493384
GLS,30449,1981,3,2449.9208132836998,1.2367091435051487
GLS,30449,1981,4,2797.1307417622643,1.4119791730248683
GLS,30449,1981,5,3147.571306957174,1.5888800136078616
GLS,30449,1981,6,3501.3765254958344,1.7674793162523141
GLS,30453,1373,2,1928.90218607942,1.4048814173921487
GLS,30453,1373,3,2049.8478002339534,1.4929699928870745
