provider,plz,weekly_parcels,schedule_size,weekly_cost,cost_per_parcel
UPS,30519,3064,4,4250.033896760507,1.3870867809270584
UPS,30519,3064,5,4624.005170924409,1.509140068839559
UPS,30519,3064,6,5008.495044974916,1.634626320161526
UPS,30539,2701,2,3566.55630882656,1.3204577226310847
UPS,30539,2701,3,3707.8328666270404,1.372763001342851
UPS,30539,2701,4,3844.2790626335427,1.4232799195237107
UPS,30539,2701,5,4224.1953412271905,1.563937556914917
UPS,30539,2701,6,4598.029982083601,1.7023435698199187
UPS,30559,3087,2,3792.730786195353,1.2286137953337717
UPS,30559,3087,3,3981.224718327372,1.289674349960276
UPS,30559,3087,4,4358.0712104232425,1.4117496632404414
UPS,30559,3087,5,4741.363306184462,1.535912959567367
UPS,30559,3087,6,5133.2079599630515,1.6628467638364275
UPS,30625,2727,2,3359.629613272375,1.2319873902722314
UPS,30625,2727,3,3486.77238874528,1.278611070313634
UPS,30625,2727,4,3645.775803637734,1.3369181531491507
UPS,30625,2727,5,3998.977739402912,1.4664384816292306
UPS,30625,2727,6,4365.847676908195,1.6009709119575342
UPS,30655,1218,2,1555.6946897824341,1.2772534398870559
UPS,30655,1218,3,1620.9680140942946,1.330844018139815
UPS,30655,1218,4,1722.9592082420186,1.4145806307405735
UPS,30655,1218,5,2024.5397789000335,1.662183726518911
UPS,30655,1218,6,2141.727841738662,1.7583972428067831
UPS,30657,3745,2,3922.2212928752197,1.0473221075768278
UPS,30657,3745,3,3985.031931595136,1.0640939737236679
UPS,30657,3745,4,4092.4288912220673,1.0927713995252517
UPS,30657,3745,5,4419.936318144689,1.1802233159264857
UPS,30657,3745,6,4748.305372771183,1.2679053064809567
UPS,30659,2385,2,2940.678855978901,1.2329890381462898
UPS,30659,2385,3,3094.5474181343743,1.2975041585469074
UPS,30659,2385,4,3269.308201389813,1.370779120079586
UPS,30659,2385,5,3481.8444592107153,1.459892855014975
UPS,30659,2385,6,3860.2246598608635,1.6185428343232133
UPS,30823,1337,2,1917.0278493304486,1.4338278603817864
UPS,30823,1337,3,2043.604005992611,1.5284996305105543
UPS,30823,1337,4,2234.5236330354364,1.6712966589644251
UPS,30823,1337,5,2602.943757599268,1.9468539697825489
UPS,30823,1337,6,3014.4277329341194,2.254620593069648
UPS,30826,1105,2,1656.9417248714783,1.499494773639347
UPS,30826,1105,3,1765.2429406035221,1.597504923623097
UPS,30826,1105,4,1887.2800605548414,1.7079457561582274
UPS,30826,1105,5,2025.024177161717,1.8326010653047213
UPS,30826,1105,6,2192.4705764274463,1.9841362682601325
UPS,30827,2105,2,2484.298122102492,1.1801891316401387
UPS,30827,2105,3,2588.995300035297,1.2299265083303075
UPS,30827,2105,4,2892.760223999824,1.3742328855106052
UPS,30827,2105,5,3001.0968923656346,1.4256992362782113
UPS,30827,2105,6,3331.4238082918737,1.5826241369557594
UPS,30853,3668,2,3817.3903830172653,1.0407280215423298
UPS,30853,3668,3,3980.0868191448435,1.0850836475313095
UPS,30853,3668,4,4166.067574261244,1.1357872339861625
UPS,30853,3668,5,4517.625905350745,1.2316319262133981
UPS,30853,3668,6,4918.135320656243,1.3408220612476125
UPS,30855,11475,2,11155.48560052344,0.9721556078887529
UPS,30855,11475,3,11298.933434068458,0.9846565084155519
UPS,30855,11475,4,11613.293057785533,1.0120516825956891
UPS,30855,11475,5,11936.833482915197,1.0402469266157035
UPS,30855,11475,6,12324.525166763473,1.0740326942713265
UPS,30880,4190,2,5444.012261583177,1.2992869359387058
UPS,30880,4190,3,5686.104247941147,1.3570654529692476
UPS,30880,4190,4,6153.406198981058,1.468593364911947
UPS,30880,4190,5,6648.5461590352315,1.5867651930871673
UPS,30880,4190,6,7134.9319072447815,1.7028477105596138
UPS,30890,1795,2,2851.011695610852,1.5883073513152377
UPS,30890,1795,3,3074.450557633637,1.712785825979742
UPS,30890,1795,4,3409.372334747892,1.8993717742328091
UPS,30890,1795,5,3850.908993051455,2.145353199471563
UPS,30890,1795,6,4325.551897381669,2.4097782158115146
UPS,30900,2208,2,3410.314470842426,1.5445264813597945
UPS,30900,2208,3,3747.421563585811,1.6972017951022693
UPS,30900,2208,4,4174.466768580595,1.890609949538313
UPS,30900,2208,5,4684.74256824096,2.121713119674348
UPS,30900,2208,6,5313.582327615819,2.4065137353332515
UPS,30916,4019,2,4587.566881033828,1.1414697389982156
UPS,30916,4019,3,4831.185635538328,1.2020864980189918
UPS,30916,4019,4,5262.246760569584,1.3093423141501825
UPS,30916,4019,5,5709.2590094093675,1.4205670588229329
UPS,30916,4019,6,6198.663226637611,1.5423396931170965
UPS,30926,1634,2,2422.1953134000955,1.4823716728274758
UPS,30926,1634,3,2627.9178026543877,1.6082728290418529
UPS,30926,1634,4,3044.980929342562,1.8635134206502828
UPS,30926,1634,5,3469.089451004808,2.1230657594888664
UPS,30926,1634,6,3933.445260995877,2.407249241735543
UPS,30938,3590,2,4668.088441374388,1.3003031870123642
UPS,30938,3590,3,4948.528451440724,1.3784201814598116
UPS,30938,3590,4,5169.391805956002,1.4399420072300841
UPS,30938,3590,5,5462.241195237346,1.5215156532694556
UPS,30938,3590,6,5937.928738289404,1.6540191471558228
UPS,30952,1329,2,2157.181883660164,1.6231616882318767
UPS,30952,1329,3,2348.7487906818897,1.767305335351309
UPS,30952,1329,4,2634.070825656284,1.9819946016977306
UPS,30952,1329,5,3047.501404936924,2.293078559019506
UPS,30952,1329,6,3563.6004642784483,2.6814149467858903
UPS,30966,1386,2,2134.7664515066963,1.5402355349976165
UPS,30966,1386,3,2370.5433486873394,1.7103487364266519
UPS,30966,1386,4,2676.2080709760194,1.9308860540952522
UPS,30966,1386,5,3071.8104127475126,2.2163134291107593
UPS,30966,1386,6,3480.3347609176935,2.511064041066157
UPS,30974,1072,2,1736.5560169648754,1.6199216576164883
UPS,30974,1072,3,2012.0984382063052,1.8769574983267772
UPS,30974,1072,4,2370.3172938482885,2.2111168785898214
UPS,30974,1072,5,2701.102388037513,2.519685063467829
UPS,30974,1072,6,3163.6602698479114,2.9511756248581262
UPS,30982,878,2,1613.123271596991,1.8372702409988506
UPS,30982,878,3,1960.50886992795,2.2329258199634965
UPS,30982,878,4,2279.5092995597424,2.596252049612463
UPS,30982,878,5,2623.9347599832136,2.98853617310161
UPS,30982,878,6,2967.5289663591625,3.37987353799449
UPS,30989,1191,2,1881.472006805158,1.5797413995005525
UPS,30989,1191,3,2032.0599853841836,1.7061796686685
UPS,30989,1191,4,2280.4619442638195,1.914745545141746
UPS,30989,1191,5,2670.0616793837657,2.2418653899108025
UPS,30989,1191,6,3089.175838195321,2.593766446847457
UPS,31275,2904,2,4070.4241942154817,1.4016612239034028
UPS,31275,2904,3,4574.137817772055,1.5751163284339034
UPS,31275,2904,4,5126.177065776273,1.76521248821497
UPS,31275,2904,5,5711.86402942523,1.9668953269370626
UPS,31275,2904,6,6327.2937655842,2.17882016721219
UPS,31303,1804,2,2966.56110716526,1.6444352035284147
UPS,31303,1804,3,3316.1842676008937,1.8382396161867482
UPS,31303,1804,4,3754.433142302668,2.081171364912787
UPS,31303,1804,5,4311.905519367432,2.3901915295828338
UPS,31303,1804,6,4891.841164155343,2.7116636164940924
UPS,31311,1062,2,2214.604565756054,2.085315033668601
UPS,31311,1062,3,2595.561740224788,2.444031770456486
UPS,31311,1062,4,2928.45313633401,2.757488828939746
UPS,31311,1062,5,3416.612573632515,3.2171493160381495
UPS,31311,1062,6,4067.421637674138,3.8299638772826157
UPS,31319,1055,2,1950.6164385539682,1.8489255341743775
UPS,31319,1055,3,2104.4020881670494,1.9946939224332223
UPS,31319,1055,4,2357.0826212284323,2.2342015367094143
UPS,31319,1055,5,2675.6984189855175,2.5362070322137606
UPS,31319,1055,6,3127.389428362443,2.9643501690639273
UPS,31515,3281,2,4626.969919836092,1.4102316122633625
UPS,31515,3281,3,5015.316890450212,1.5285939928223748
UPS,31515,3281,4,5424.9270894317215,1.6534370891288392
UPS,31515,3281,5,6019.538793318199,1.8346658925078327
UPS,31515,3281,6,6652.082803746703,2.0274558987341367
UPS,31535,2571,2,4251.013452765839,1.653447472876639
UPS,31535,2571,3,4836.718712803135,1.8812597093750036
UPS,31535,2571,4,5694.867656237375,2.2150399285248445
UPS,31535,2571,5,6496.135493289041,2.5266960300618595
UPS,31535,2571,6,7453.283150987145,2.8989821668561433
UPS,31832,1605,2,3025.4817358578566,1.8850353494441474
UPS,31832,1605,3,3476.439018020392,2.1660056187042938
UPS,31832,1605,4,4085.559459740831,2.5455199126111094
UPS,31832,1605,5,4732.658251975796,2.948696730202988
UPS,31832,1605,6,5381.35736288057,3.3528706310782366
