penalty,share_willing,provider,n_plz,init_cost_eur,balanced_cost_eur,cost_delta_eur,cost_delta_pct,imbalance_before,imbalance_after,imbalance_reduction_pct,max_fleet_before,max_fleet_after,total_routes_before,total_routes_after,swaps_made
0.25,0.6,DPD,47,165318.3701148318,169572.5638353988,4254.193720566982,2.573333935975764,30.0,2.0,93.33333333333333,104.0,97.0,564.0,574.0,19
0.25,0.6,FedEx,37,131419.02230146356,133443.45440649087,2024.4321050273138,1.5404406984427617,54.0,6.0,88.88888888888889,111.0,93.0,536.0,542.0,13
0.25,0.6,GLS,46,146916.90124436282,151008.94719055784,4092.045946195023,2.78527923713068,22.0,4.0,81.81818181818181,90.0,85.0,486.0,499.0,15
0.25,0.6,Hermes,47,190889.4407175373,196160.39591988557,5270.955202348268,2.7612607499582964,42.0,5.0,88.0952380952381,125.0,112.0,640.0,656.0,20
0.25,0.6,UPS,40,161160.37193121243,163796.24336353777,2635.871432325337,1.6355580473904576,34.0,6.0,82.3529411764706,117.0,110.0,634.0,638.0,12
0.25,0.7,DHL,48,559353.0164938464,559567.9111710625,214.8946772160707,0.0384184353850597,226.0,209.0,7.522123893805309,122.0,118.0,2375.0,2373.0,4
0.25,0.7,Amazon,47,317964.2663072931,324672.2431630697,6707.976855776622,2.1096637473387565,88.0,2.0,97.72727272727273,217.0,186.0,1086.0,1109.0,21
0.25,0.7,DPD,47,162298.3979403944,164685.21764146525,2386.819701070839,1.4706366368122874,28.0,8.0,71.42857142857143,109.0,101.0,580.0,584.0,11
0.25,0.7,FedEx,37,131766.2880830641,133867.8065263673,2101.5184433031827,1.5948832390105785,30.0,1.0,96.66666666666667,99.0,92.0,541.0,548.0,7
0.25,0.7,GLS,46,144785.86969418,146751.29692364403,1965.427229464025,1.3574717157243625,30.0,2.0,93.33333333333333,101.0,83.0,487.0,494.0,12
0.25,0.7,Hermes,47,187517.97059690492,191863.479955555,4345.509358650073,2.3173828859268797,48.0,8.0,83.33333333333333,138.0,114.0,648.0,662.0,19
0.25,0.7,UPS,40,158214.14894117657,161576.4129042377,3362.263963061123,2.1251348160468253,43.0,9.0,79.06976744186046,124.0,114.0,645.0,657.0,15
0.25,0.8,DHL,48,559028.0896020504,559028.0896020504,0.0,0.0,216.0,216.0,0.0,122.0,122.0,2373.0,2373.0,0
0.25,0.8,Amazon,47,313261.7349513187,318366.85574111895,5105.120789800247,1.6296662567464837,109.0,3.0,97.24770642201835,232.0,187.0,1093.0,1109.0,27
0.25,0.8,DPD,47,158707.32972412417,160678.96703307767,1971.6373089535045,1.2423101770918445,18.0,6.0,66.66666666666667,108.0,104.0,596.0,601.0,8
0.25,0.8,FedEx,37,131043.14664383081,134199.43437231632,3156.287728485506,2.408586644415789,25.0,1.0,96.0,106.0,93.0,547.0,557.0,12
0.25,0.8,GLS,46,142151.2488482471,143537.7124238375,1386.463575590402,0.9753439289657697,27.0,3.0,88.88888888888889,96.0,89.0,524.0,526.0,10
0.25,0.8,Hermes,47,184362.02610950475,187430.77702939138,3068.750919886632,1.6645244059445836,48.0,2.0,95.83333333333333,131.0,113.0,661.0,671.0,21
0.25,0.8,UPS,40,157680.90101301554,159954.31279640377,2273.4117833882337,1.441780056292663,41.0,7.0,82.92682926829268,128.0,114.0,651.0,660.0,13
