provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency
Amazon,30559,2,3,1.0,0.9,0.2,1.0,1.0,42,False,3358.09,852.175,20.998333333333335,12,12,48.1844,OK,2576.0,201.0,19.484913733542946,20.15,12.81592039800995,11.2,12,132.20484500095372,10.71670806103376,13.856390270675742,0.10211826342152144,1.8774553087535426,18.755759591029772,19.41451510421851,21.98495493307361,1.3718907576497381,0.6990762470072698,1.7900877339423649,0.9965062111801242,15.25181484262327,96.0,0.9333333333333333,0.0,2.0,3.0
Hermes,30167,5,2,0.7,1.0,0.0,1.0,1.0,456,False,781.56,98.952,4.875555555555556,3,3,16.7076,OK,589.0,124.0,5.368928981069905,7.27,4.75,2.5608695652173914,3,109.70530660337134,3.8244435607497054,7.667647154691283,0.08334671691662197,1.215539197578012,32.423017369798046,7.591592036657706,8.699377056822772,0.5879320242715608,0.7800165935370376,1.181102534837644,0.9422750424448217,5.045958139777529,34.0,0.8536231884057971,5.0,5.0,2.0
DPD,30455,1,3,0.7,0.9,0.0,1.0,1.0,456,False,886.89,194.576,6.7652777777777775,3,3,17.2148,OK,505.0,129.0,6.967819653017212,19.47,3.9147286821705425,2.1956521739130435,3,72.47604346093033,4.352486097442953,8.152237283547734,0.09957644744161599,1.1591712607467046,29.63823366966901,19.302237367701316,20.36208724695467,0.5095245905921976,0.7597927857065199,1.4048542896265748,0.8336633663366336,3.666379850132335,24.0,0.7318840579710145,2.0,1.0,3.0
FedEx,30163,4,3,1.3,1.0,0.2,1.0,1.0,456,False,4115.55,438.16,20.253333333333334,17,17,52.5594,OK,3803.0,225.0,19.436906373559538,7.51,16.90222222222222,16.534782608695654,17,195.65870858817877,17.034730527058887,15.52600473378555,0.11538756286306973,1.9757349185480633,13.20830990796114,7.979514507346062,9.692305275804314,1.180339715190587,1.0536087146047886,1.2840575844186133,0.1262161451485669,34.660887267536005,361.0,0.9726342710997442,3.0,4.0,3.0
UPS,30161,4,2,1.3,1.0,0.0,1.0,1.0,42,False,1879.52,179.525,8.230833333333333,8,8,13.954,OK,1687.0,76.0,1.79798433827919,8.59,22.19736842105263,7.334782608695652,8,938.2729115508255,1.5702504206189725,4.63736057025797,0.08709955046269652,0.7077109884691059,48.399923351105855,8.53707836307875,9.362906708044585,0.38353908329812686,0.39446558987706987,1.1252611308381084,0.1973918197984588,31.63235341463668,226.0,0.9168478260869565,6.0,4.0,2.0
Amazon,30179,2,1,1.3,0.9,0.0,1.0,1.0,123,False,785.87,121.276,4.753333333333333,3,3,4.6792,OK,673.0,83.0,8.305970462175056,12.08,8.108433734939759,2.9260869565217393,3,81.02605265270397,5.067990448086465,9.553048464957989,0.13639474838006335,1.2252225881423688,16.377300006817997,12.762252927967367,13.83938172481158,0.8959861141139843,0.4715181502310212,1.920472062958228,0.9940564635958395,9.557703066545828,56.0,0.9753623188405797,0.0,2.0,1.0
Amazon,30627,5,2,1.3,1.0,0.2,1.0,1.0,42,False,1080.15,205.685,6.759444444444444,4,4,6.8922,OK,808.0,75.0,3.3903855235675273,17.89,10.773333333333333,3.5130434782608697,4,238.32097983647105,2.298285493278972,6.277681719876692,0.09657127546055955,0.9657427885358058,32.633021536848865,17.530343878391005,18.82133187146073,0.583927887167078,0.5084626936531484,1.134514528783489,0.9975247524752475,10.955148966987572,63.0,0.8782608695652174,0.0,5.0,2.0
FedEx,30539,0,2,1.3,0.9,0.2,1.0,1.0,123,False,1718.13,410.622,11.751944444444444,6,6,11.6288,OK,1343.0,58.0,19.21423828970633,18.41,23.155172413793103,5.839130434782609,6,69.89608329774317,8.524630779047314,11.730617323672242,0.17054775053931368,1.7122969272750599,6.803813737312609,17.285008127019058,19.54516847570297,0.6056757456655565,1.2487477017055975,1.7328631134596413,0.11094564408041697,117.25874744579392,903.0,0.9731884057971014,3.0,0.0,2.0
Hermes,30657,4,1,1.3,0.9,0.0,1.0,1.0,42,False,554.7,74.354,4.094444444444444,2,2,13.4833,OK,370.0,93.0,12.670949194485747,6.89,3.978494623655914,1.608695652173913,2,29.20065374115933,6.645182162788521,10.815129907091544,0.10873039054251021,1.6809787296194476,13.995101672423434,7.016863511410656,8.071400108302388,0.5939406531875182,1.253085161370443,1.902782451838573,0.9621621621621622,5.775324772553119,47.0,0.8043478260869565,5.0,4.0,1.0
GLS,30926,5,1,1.0,0.9,0.0,1.0,1.0,123,False,754.06,179.285,8.495555555555555,2,2,37.6814,OK,262.0,178.0,53.8021301528445,20.06,1.4719101123595506,1.1391304347826088,2,4.869695665500489,43.48150910869919,27.02283462017633,0.13477052464233344,3.798071902173519,4.093694162155659,19.194916131357044,24.99132065147754,2.8872327266923774,1.296688261078375,1.7773746104504902,0.8893129770992366,0.8816466672385239,6.0,0.5695652173913044,4.0,5.0,1.0
DHL,30625,3,3,1.0,0.9,0.0,1.0,1.0,456,False,2887.1,194.598,9.784166666666666,13,13,28.4918,OK,2830.0,103.0,8.86389555258122,4.99,27.475728155339805,12.304347826086957,13,319.2727151636943,5.410065760821599,9.127703143617728,0.12497918572012529,1.2129926911540838,19.038585583543426,4.855541775821994,6.604059359081787,0.8067827402365527,0.5603826514830431,1.1368497528899029,0.8968197879858657,40.025924768779596,271.0,0.9464882943143813,1.0,3.0,3.0
DHL,30519,3,1,0.7,0.9,0.0,1.0,1.0,123,False,1675.85,160.896,8.028888888888888,7,7,23.2037,OK,1592.0,210.0,13.714884737746763,5.03,7.580952380952381,6.921739130434783,7,116.07826317478421,7.75946340532078,10.814926120967566,0.09461338252140045,1.4615301134098724,27.063727094324573,4.984358062047373,7.343479026426563,0.9151799515086881,0.7057711848004495,1.3996563081875057,0.871859296482412,15.791969600239081,206.0,0.9888198757763975,1.0,3.0,1.0
GLS,30851,3,3,1.3,0.9,0.0,1.0,1.0,42,False,843.57,198.589,5.518611111111111,3,3,79.1848,OK,647.0,83.0,4.12190647126244,17.37,7.795180722891566,2.8130434782608695,3,156.96620107972504,3.3763421597163603,7.381726770747175,0.11361824965759189,1.012658091948445,24.58281657300179,17.443156660691347,18.362099673772985,0.6712849662130342,0.4463325879863145,1.6760949952641784,0.893353941267388,7.527874363804084,40.0,0.9376811594202898,4.0,3.0,3.0
Hermes,30163,3,3,0.7,0.9,0.2,1.0,1.0,456,False,955.07,86.453,4.576388888888889,4,4,7.258,OK,709.0,82.0,2.603733329707664,6.63,8.646341463414634,3.082608695652174,4,272.3013113173166,2.065132734672006,5.472158175052674,0.09657990846617186,0.7573442457901868,39.706890808170556,6.781429915877194,7.7494020262918255,0.37473490487034317,0.46581273607984186,1.3505118218995762,0.9365303244005642,8.737879342014164,47.0,0.7706521739130435,5.0,3.0,3.0
DPD,31515,0,1,1.3,1.0,0.0,1.0,1.0,123,False,1458.13,447.157,14.642777777777777,4,4,101.652,OK,810.0,307.0,125.18180774883541,38.45,2.6384364820846904,3.5217391304347827,4,6.470588774570046,71.72427818075595,31.900212802280254,0.1520266952324569,4.403275970368073,4.2802800918583515,36.27318758729384,41.45015958832575,2.5639153846253486,2.2423253343205864,1.000332186956932,0.8222222222222222,2.228674873600801,16.0,0.8804347826086957,2.0,0.0,1.0
DHL,30890,3,2,1.3,0.9,0.0,1.0,1.0,123,False,5722.17,521.844,21.941388888888888,25,25,106.037,OK,5674.0,438.0,102.53407734275534,4.73,12.954337899543379,24.669565217391305,25,55.33769988520702,68.47562944203098,32.132067558030755,0.10735641636767013,3.9888954752123342,6.396436273299177,5.08392594429174,9.623033177151227,2.1908455494135923,2.6135903156026328,1.3012309168862455,0.9062389848431441,14.640991959774762,110.0,0.9867826086956522,1.0,3.0,2.0
Amazon,31311,4,3,1.0,0.9,0.0,1.0,1.0,42,False,2407.4,770.644,21.744444444444444,7,7,82.725,OK,1577.0,310.0,139.34872865781722,40.99,5.087096774193548,6.856521739130435,7,11.316931379205181,89.36636169189151,38.915098968949884,0.12231488397303676,5.7393098857694165,3.46886674282195,40.269122944284085,47.66999185039485,3.908339707566505,2.9951991639485045,1.3430250207722711,0.9993658845909955,4.815515376932511,39.0,0.9795031055900622,0.0,4.0,3.0
FedEx,31275,2,3,0.7,1.0,0.0,1.0,1.0,42,False,1349.62,346.631,12.717777777777778,4,4,85.9256,OK,832.0,222.0,129.47251256919432,24.61,3.7477477477477477,3.617391304347826,4,6.42607441139564,102.7130953494865,41.99939730078463,0.1765768825277658,6.290469599963086,2.1613602359527166,24.5191056355611,33.1294350255822,4.936585335072283,1.8902447154571695,1.5331352336638815,0.11658653846153846,7.1577696315633785,88.0,0.9043478260869565,3.0,2.0,3.0
GLS,31535,0,3,1.0,1.0,0.2,1.0,1.0,456,False,3231.17,1152.308,35.238055555555555,8,8,507.9004,OK,1818.0,608.0,357.6158854957556,38.52,2.9901315789473686,7.904347826086957,8,5.083666788123082,311.92677197331386,71.63879995013339,0.12901844812940957,9.398782508558599,1.9491754303539421,36.73307563059437,46.004191919262595,5.153538281581635,5.523543449147945,1.026331020489904,0.9653465346534653,2.8318967947951763,23.0,0.9880434782608696,4.0,0.0,3.0
GLS,30855,1,2,1.3,1.0,0.0,1.0,1.0,123,False,3185.33,854.407,21.429444444444446,11,11,140.3721,OK,2493.0,238.0,58.08159729436245,22.3,10.474789915966387,10.839130434782609,11,42.922373284007065,35.912872343273854,24.14986781080312,0.13391730911435976,3.606457988613518,6.627150224161204,20.661098584540007,24.15281237873436,2.1144040478981885,2.093883255641634,1.163722400603322,0.8716405936622543,14.307744382872254,99.0,0.9853754940711462,4.0,1.0,2.0
DPD,30823,4,3,0.7,0.9,0.2,1.0,1.0,456,False,908.4,223.669,7.047777777777778,3,3,23.813,OK,552.0,168.0,12.528872220645557,25.25,3.2857142857142856,2.4,3,44.058235272796,7.570205292473969,11.534672177364152,0.1083294307866526,1.3344248111771109,22.192264741752734,24.250519356261503,27.17640750167692,0.7800932831581631,0.7119364737956901,1.3532974556513964,0.7789855072463768,4.384961933296865,31.0,0.8,2.0,4.0,3.0
FedEx,30982,1,1,0.7,1.0,0.2,1.0,1.0,456,False,393.41,124.538,4.324722222222222,1,1,4.6007,OK,101.0,56.0,66.6831619829418,25.47,1.8035714285714286,0.4391304347826087,1,1.5146252366652437,30.556386538280893,22.821540672108277,0.2449050469061241,3.3535158295655974,1.8326774316015237,24.11986979293008,30.498644988779997,1.0365928954444406,2.836633590124854,2.0225675169015367,0.13861386138613863,1.6841662080467386,11.0,0.4391304347826087,3.0,1.0,1.0
GLS,30974,1,2,1.0,0.9,0.0,1.0,1.0,42,False,650.31,133.592,6.108333333333333,2,2,24.9393,OK,381.0,157.0,53.82702268136371,16.59,2.426751592356688,1.6565217391304348,2,7.078229131404512,24.538576890811377,21.470143598605418,0.12083565791885525,2.8878940829073807,6.398089045611672,15.686393276270307,20.451312978286925,2.1064316452773375,1.1533718432601332,1.5063965726032125,0.94750656167979,2.025958361428657,16.0,0.8282608695652174,4.0,1.0,2.0
UPS,30952,3,2,1.3,1.0,0.2,1.0,1.0,456,False,939.39,196.798,8.199722222222222,3,3,24.3218,OK,585.0,118.0,37.755537878390655,17.72,4.9576271186440675,2.5434782608695654,3,15.49441573006497,25.00650365377132,20.46688016472499,0.15035384687208422,2.851618871114206,4.718772429515711,15.982828124858772,21.261815245232473,0.958549862263743,2.177194898126566,2.037284757812537,0.18974358974358974,6.709964848472692,50.0,0.8478260869565217,6.0,3.0,2.0
Hermes,30952,0,2,1.0,1.0,0.2,1.0,1.0,123,False,1259.75,237.027,11.408611111111112,4,4,53.0352,OK,878.0,232.0,37.755537878390655,15.6,3.7844827586206895,3.8173913043478263,4,23.254866685465032,25.40199616246409,20.70229171971445,0.09809065992345121,2.9392965095771477,9.133140502667295,14.216853168123832,19.445537372741846,1.0007957480786658,2.217905927919505,1.9784525368193902,0.9783599088838268,3.3753825695885267,21.0,0.9543478260869566,5.0,0.0,2.0
DPD,31275,0,2,1.3,0.9,0.2,1.0,1.0,42,False,1832.09,214.808,11.785,7,7,129.769,OK,1444.0,367.0,129.47251256919432,4.47,3.9346049046321525,6.278260869565218,7,11.152946454393394,101.87907728458785,41.61847805842958,0.13203632114663505,6.392871583625702,3.6023098145542325,4.670857215685488,13.051877946281408,4.952542564574794,1.917161209749478,1.558077804754672,0.8462603878116344,4.462508219857082,37.0,0.8968944099378882,2.0,0.0,2.0
Hermes,30629,1,1,1.3,0.9,0.2,1.0,1.0,42,False,560.96,95.959,4.034166666666667,2,2,11.6312,OK,330.0,83.0,14.669809711755617,13.03,3.9759036144578315,1.434782608695652,2,22.495179316167633,5.016928363485038,9.185555093063405,0.12127264512521624,1.1170045730575315,16.543987473311972,12.060624815397114,13.965857001280867,0.6961860958389459,0.5504332315785303,1.0500195549444664,0.9575757575757575,3.7544380280372827,20.0,0.717391304347826,5.0,1.0,1.0
GLS,30625,2,3,1.0,0.9,0.0,1.0,1.0,456,False,770.26,101.432,4.534722222222222,3,3,7.868,OK,593.0,89.0,8.86389555258122,10.34,6.662921348314606,2.5782608695652174,3,66.90060780638541,3.5920241020355768,7.419222055966898,0.11868843217274745,1.0954156848041838,24.777116598289048,10.329120203340217,11.450633539612479,0.8031079806577563,0.3962889948038633,1.4585715481835517,0.8920741989881956,7.820951147973146,56.0,0.8594202898550725,4.0,2.0,3.0
DHL,30625,0,2,1.3,0.9,0.0,1.0,1.0,456,False,2884.99,195.205,9.719444444444445,13,13,18.5419,OK,2868.0,102.0,8.86389555258122,4.99,28.11764705882353,12.469565217391304,13,323.5597692895672,4.5980005551550205,8.517649934365002,0.10490133106842113,1.1829999671832048,22.18355539031924,4.825831003663611,6.5566291874205005,0.7845286823261005,0.5508641767826636,1.0884201838021204,0.8978382147838215,37.22672825302342,250.0,0.9591973244147157,1.0,0.0,2.0
DPD,30629,4,1,0.7,0.9,0.0,1.0,1.0,456,False,294.71,47.228,2.4205555555555556,1,1,9.3041,OK,124.0,74.0,14.669809711755617,6.08,1.6756756756756757,0.5391304347826087,1,8.45273404607511,4.820414324210895,9.040076661264278,0.12839483705910426,1.1363589012386144,15.351377500545837,7.355115646510598,8.782366479571904,0.6923276736968035,0.5794964215860359,1.0977766298412392,0.8306451612903226,1.305995613875629,7.0,0.5391304347826087,2.0,4.0,1.0
Amazon,30989,2,1,0.7,0.9,0.2,1.0,1.0,456,False,662.39,121.547,6.574722222222222,2,2,30.3294,OK,386.0,187.0,43.13135688268341,11.39,2.064171122994652,1.6782608695652175,2,8.94940544184394,24.353636794903775,20.482454997155816,0.10308149165246923,2.479337971887082,7.678524631653023,12.038971648337766,15.569743426912442,1.15009675232605,1.77221826743207,1.7458080455267646,1.0,1.840178360519547,18.0,0.8391304347826087,0.0,2.0,1.0
DHL,30659,0,3,0.7,0.9,0.2,1.0,1.0,42,False,2394.59,335.577,10.339166666666667,10,10,20.2347,OK,2249.0,121.0,11.3882150903338,7.01,18.58677685950413,9.778260869565218,10,197.48485448864838,5.5471495331276754,9.425315160518704,0.11051370322789544,1.2069524795664428,21.81300490952801,7.887700484826735,9.368069965787704,0.6943615067491902,0.6588292346108142,1.3135980494567827,0.8866162738995109,21.578865318972184,136.0,0.9778260869565217,1.0,0.0,3.0
DHL,30449,5,1,1.3,0.9,0.0,1.0,1.0,123,False,1078.13,57.437,3.055,5,5,20.0551,OK,1125.0,82.0,2.190643461651216,1.56,13.71951219512195,4.891304347826087,5,513.5477405127449,1.618893579016705,4.98966136455947,0.07293497296607251,0.7133160147431049,50.651877963346884,1.7871511354482683,2.5231842043524777,0.31979174855491316,0.4696106913143387,1.5236316187976207,0.864,12.597206804456356,61.0,0.9782608695652174,1.0,5.0,1.0
GLS,30163,4,1,0.7,1.0,0.0,1.0,1.0,456,False,573.92,91.149,4.4463888888888885,2,2,28.395,OK,315.0,117.0,6.17992293720077,13.11,2.6923076923076925,1.3695652173913044,2,50.9715093862774,4.273903190689084,8.334550557902089,0.10187146996059575,1.2651085148034398,27.375444594741985,13.27382577675282,14.444356827172511,0.9037751276014541,0.4784433391992928,1.65243910382645,0.8380952380952381,3.3904378822698655,31.0,0.6847826086956522,4.0,4.0,1.0
DPD,30457,3,3,1.3,0.9,0.0,1.0,1.0,42,False,1109.59,210.599,7.523888888888889,4,4,17.9676,OK,711.0,109.0,6.068989648841514,18.69,6.522935779816514,3.091304347826087,4,117.15294326391215,3.4257707831165822,7.818463352302499,0.0903104543999546,1.0403128849301198,31.817657076530278,18.34334105430286,19.30384473400439,0.5481614984862174,0.6288255899979134,1.2277775217672224,0.790436005625879,6.946184128714427,42.0,0.7728260869565218,2.0,3.0,3.0
Amazon,30853,2,3,1.3,1.0,0.0,1.0,1.0,456,False,2236.43,340.547,11.14638888888889,9,9,31.1197,OK,2064.0,124.0,8.711379660258004,12.37,16.64516129032258,8.97391304347826,9,236.9314713048416,6.413353770439028,9.588166587862611,0.1054773380018947,1.4090735822275466,19.33465772176038,12.16208236961925,13.626443007559267,0.8324871162542684,0.7275917992415882,1.0177844911180376,0.9912790697674418,28.2120980536168,203.0,0.9971014492753624,0.0,2.0,3.0
UPS,30163,1,3,1.3,0.9,0.0,1.0,1.0,456,False,3489.29,309.5,14.759444444444444,15,15,83.2611,OK,3431.0,176.0,14.485893399375826,6.02,19.494318181818183,14.917391304347825,15,236.85111476437044,11.873557711562077,13.51614974972765,0.11454010094563886,1.8499975104977306,14.822852954057488,6.564256525223556,8.137734960068862,0.9375820159606091,1.1438717030319552,1.116996016762646,0.18944914019236375,28.74535479451239,178.0,0.9944927536231885,6.0,1.0,3.0
GLS,31303,4,2,0.7,0.9,0.0,1.0,1.0,123,False,799.93,215.051,9.382222222222222,2,2,56.3975,OK,387.0,243.0,112.90680951768702,24.81,1.5925925925925926,1.682608695652174,2,3.4276054885722003,49.08433833009308,28.437345470069637,0.12486100025350062,3.545151641474139,4.950662640409258,23.55015621283008,30.58089163922521,1.2420903116939814,2.8434805698020447,1.425122784792599,0.9328165374677002,1.2283795519834815,10.0,0.841304347826087,4.0,4.0,2.0
Amazon,30855,2,1,1.0,1.0,0.2,1.0,1.0,456,False,3032.33,446.293,16.34638888888889,12,12,56.4495,OK,2685.0,255.0,59.063461068415045,9.96,10.529411764705882,11.673913043478262,12,45.45957773943997,36.0569409617292,24.52765197621152,0.11524179374440975,3.6263727194181175,7.07214736465461,10.164380556173304,15.307874230313285,2.145752588617044,2.090079676481605,1.1584937507867732,0.9873370577281192,13.272635775846972,94.0,0.9728260869565217,0.0,2.0,1.0
Hermes,30853,4,1,0.7,1.0,0.2,1.0,1.0,42,False,297.87,37.079,2.618333333333333,1,1,3.9161,OK,165.0,78.0,8.711379660258004,3.75,2.1153846153846154,0.717391304347826,1,18.94074261884635,5.696720891430197,9.28432956767732,0.1303953524839755,1.3739227880075604,13.692087340515224,3.6885620326136617,4.930974566171819,0.8050093347999374,0.7101628547502515,1.0389937406476195,0.9575757575757575,2.3478346228330413,13.0,0.717391304347826,5.0,4.0,1.0
UPS,30655,2,3,1.3,0.9,0.0,1.0,1.0,123,False,988.69,119.574,5.151388888888889,4,4,6.6174,OK,803.0,77.0,4.462508901721823,8.22,10.428571428571429,3.491304347826087,4,179.9436186424567,4.1337975740843325,8.537197677774817,0.12372325563287664,1.2232725243896636,18.62694014886689,8.092305901940659,9.424366749002617,0.8959559895618696,0.40607031729655707,1.826470242291071,0.20049813200498132,18.615332719156484,134.0,0.8728260869565218,6.0,2.0,3.0
FedEx,30159,2,1,0.7,1.0,0.0,1.0,1.0,123,False,1851.91,242.577,12.035,7,7,39.7081,OK,1404.0,211.0,10.987275082239654,11.75,6.654028436018957,6.104347826086957,7,127.78418575043155,8.21977698241625,11.103220208117124,0.09688215599994898,1.4627888571051255,25.66979620631695,11.18483370113806,13.340588216086168,0.8534451926658128,0.8129829806665448,1.038299102310493,0.14387464387464388,12.281790951851173,118.0,0.8720496894409938,3.0,2.0,1.0
DPD,31275,0,2,1.3,1.0,0.0,1.0,1.0,42,False,1864.95,231.534,12.516944444444444,7,7,110.6298,OK,1575.0,404.0,129.47251256919432,4.47,3.8985148514851486,6.8478260869565215,7,12.164744228303045,102.58980505978995,41.660870297914464,0.12381828425637569,6.699832374718651,3.938013136534828,4.619054058537682,13.051877946281408,5.018126752322482,1.9023611843466837,1.5597910327323716,0.8501587301587301,4.3071547398195165,39.0,0.9782608695652174,2.0,0.0,2.0
GLS,30459,2,3,0.7,1.0,0.0,1.0,1.0,456,False,557.03,90.716,3.9819444444444443,2,2,8.0483,OK,443.0,106.0,7.274391190340525,9.13,4.179245283018868,1.9260869565217391,2,60.89856709771784,3.675363759621749,7.509741405809078,0.10094119308835642,0.996288076860654,28.840682700454394,9.52523901355497,10.512946548874678,0.6387596014258491,0.4616171405149526,1.269713922996897,0.9006772009029346,4.787556925739341,41.0,0.9630434782608696,4.0,2.0,3.0
