provider,plz,base_day,agg_k,scale,p_keep,noise_sigma,b2c_scale,b2b_scale,seed,is_baseline,actual_cost_eur,actual_distance_km,actual_duration_h,actual_n_routes,n_vehicles_planned,solve_time_s,vroom_status,n_parcels,n_stops,area_km2,hub_dist_km,parcels_per_stop,load_factor,min_vehicles,parcels_per_km2,ch_area_km2,ch_perimeter_km,mean_nn_dist_km,mean_inter_stop_dist_km,stop_density_ch,centroid_hub_dist_km,max_hub_dist_km,coord_std_x,coord_std_y,aspect_ratio,b2c_share,demand_std,max_stop_demand,demand_cap_ratio,provider_idx,day_idx,delivery_frequency,n_merged_members,n_components_post_union,hull_overhead_pct,bbox_overhead_pct,max_member_centroid_km,mean_member_centroid_km,isoperimetric_q
Hermes,30827,2,2,1.3,0.9,0.0,1.0,1.0,42,False,997.28,96.556,5.639444444444444,4,4,42.4071,OK,913.0,116.0,10.610683695060027,5.18,7.870689655172414,3.969565217391304,4,86.04535072749945,6.932218128053898,10.213515643804854,0.1154353399238625,1.256244637914997,16.73346075631423,5.556282835778594,7.06460464819097,0.7408200873934968,0.6698712366646491,1.041420091242647,0.9737130339539978,7.268887611635129,39.0,0.992391304347826,5.0,2.0,2.0,1,1,28.63478531859107,88.77998866046612,0.0,0.0,0.3202756044648139
GLS,30179,2,2,0.7,1.0,0.0,1.0,1.0,123,False,587.2,142.145,4.262777777777778,2,2,41.8517,OK,283.0,81.0,8.305970462175056,15.58,3.493827160493827,1.2304347826086957,2,34.071876524093945,4.712507533950218,8.803678838450313,0.1316022814133488,1.1302683284279218,17.188301433250434,15.171310212631376,16.588230526865413,0.8067819085887584,0.4415816075261123,1.752354252734421,0.8939929328621908,4.03418557506681,24.0,0.6152173913043478,4.0,2.0,2.0,1,1,11.78876370686503,42.923601727312864,0.0,0.0,0.4301545824743631
UPS,30449,1,1,0.7,1.0,0.2,1.0,1.0,42,False,871.05,155.033,6.753888888888889,3,3,23.1686,OK,587.0,148.0,12.461078026502008,12.33,3.966216216216216,2.5521739130434784,3,47.10667879228253,11.06218236874556,12.475181729855514,0.1190773759322064,1.6272896544922235,13.378915214609956,11.174734942048875,13.994185698394077,0.7425836648717693,1.091404425712001,1.321557701105118,0.1908006814310051,4.905065694439174,41.0,0.8507246376811595,6.0,1.0,1.0,3,1,28.56772661330088,65.8220048321117,2.6162516506238997,2.1062758446252388,0.3550090751613656
Amazon,30938,4,3,1.3,1.0,0.0,1.0,1.0,42,False,3814.59,1034.077,26.45388888888889,13,13,94.4972,OK,2973.0,327.0,153.22446344831192,24.95,9.091743119266056,12.92608695652174,13,19.40290690593868,70.71239027701887,31.699526088584246,0.1135979964303045,4.030713569622972,4.624366376514261,22.95425014472884,27.715443782959664,2.30603598131859,2.5673981610898697,1.016594767273355,0.9986545576858392,11.028077553003154,155.0,0.994314381270903,0.0,4.0,3.0,1,1,18.493229703301036,53.81579016296296,0.0,0.0,0.338063800310323
DPD,30989,5,1,0.7,0.9,0.0,1.0,1.0,42,False,393.4,112.997,4.4494444444444445,1,1,11.209,OK,118.0,99.0,43.13135688268341,25.63,1.1919191919191918,0.5130434782608696,1,2.7358286065740542,22.9611086568564,20.03726469231927,0.1356472270645376,2.4195746269476843,4.311638496185491,25.036349796710983,28.209467314365423,1.138294046058976,1.734623324773201,1.715752890410088,0.7542372881355932,0.7202239785848843,6.0,0.5130434782608696,2.0,5.0,1.0,1,1,41.5435975250514,84.22794889845345,0.0,0.0,0.2917630447727367
DHL,30519,5,2,1.0,1.0,0.2,1.0,1.0,123,False,3861.36,332.261,14.34,17,17,34.624,OK,3753.0,237.0,13.714884737746765,5.03,15.835443037974684,16.317391304347826,17,273.6442975470886,9.483174070584834,11.822976100507605,0.0926830620248441,1.4652092302681452,24.991632362326136,4.978031709437201,7.3941819945048675,0.8955700052484249,0.7335933365207498,1.0095401440994998,0.8811617372768452,32.45253478286793,442.0,0.959846547314578,1.0,5.0,2.0,2,1,17.79319946789323,78.25473357244559,2.46719451659274,2.46719451659274,0.4157361576881752
DHL,30161,3,1,0.7,0.9,0.2,1.0,1.0,42,False,1431.99,37.848,2.5883333333333334,7,7,4.0761,OK,1418.0,79.0,1.79798433827919,1.04,17.949367088607595,6.165217391304348,7,788.6609298038355,1.599254188105378,4.757878681119809,0.0851574917766946,0.7133710621230763,49.39802602211133,0.9593015219739492,1.7977877594782188,0.3804763678340596,0.4032206169841495,1.2253513301453007,0.8307475317348378,21.02072439355511,134.0,0.8807453416149068,1.0,3.0,1.0,1,2,22.953455896357088,69.23863464828264,0.0,0.0,0.3307023811719838
DHL,30177,1,3,1.0,1.0,0.2,1.0,1.0,123,False,3163.02,136.111,7.574166666666667,15,15,7.2408,OK,3392.0,77.0,3.576189607493106,2.83,44.05194805194805,14.747826086956522,15,948.49556994764,1.5727603885422532,5.20599256482596,0.0858941130168562,0.8069950519684742,48.95850668732133,2.937370764299287,3.899964690805206,0.4978634369244926,0.4050224700260952,1.1810239402283451,0.9059551886792452,80.62384940951213,648.0,0.9831884057971014,1.0,1.0,3.0,1,1,16.55826427116613,59.77130347912517,0.0,0.0,0.4725620432976825
DPD,30655,4,2,0.7,1.0,0.2,1.0,1.0,42,False,539.02,83.983,3.5547222222222223,2,2,13.3286,OK,302.0,108.0,4.462508901721823,10.23,2.7962962962962963,1.3130434782608695,2,67.67493503116054,4.246014069108293,8.65543779885109,0.0956378996711651,1.2923396231996456,25.43561991133042,10.240543601792634,11.802913312160278,0.9704924071702778,0.3944069977170876,1.814862707343399,0.8079470198675497,3.081483707264153,20.0,0.6565217391304348,2.0,4.0,2.0,1,1,31.33987829576497,78.00290309858494,0.0,0.0,0.2951918774012199
UPS,31535,5,3,1.3,0.9,0.2,1.0,1.0,42,False,2074.03,546.004,20.17194444444445,6,6,64.397,OK,1356.0,243.0,357.6158854957556,20.99,5.580246913580247,5.895652173913043,6,3.791777868369032,301.8209164428703,71.74075482861042,0.3175584565321646,7.125047271420303,0.8051131871968716,19.27818959929,31.320882000292222,4.039056884020865,4.715359731439863,1.031108536765954,0.1814159292035398,7.07083070456463,51.0,0.982608695652174,6.0,5.0,3.0,1,1,40.7323723795672,112.15663099150308,0.0,0.0,0.2257814661901648
Amazon,30455,4,3,0.7,1.0,0.2,1.0,1.0,123,False,1316.24,174.591,8.4,5,5,27.1869,OK,947.0,151.0,6.967819653017212,9.84,6.271523178807947,4.1173913043478265,5,135.91052110396242,4.293195722139615,8.102904364798215,0.0894619876952064,1.1304320506459706,35.171934794704775,9.731740906603294,10.909669602625172,0.4940148273255066,0.7442057215081985,1.3182191748297325,0.9989440337909188,6.259227651436645,39.0,0.8234782608695652,0.0,4.0,3.0,1,1,28.29343074287173,113.65209712351832,0.0,0.0,0.4291086419294296
FedEx,30853,2,3,1.0,0.9,0.2,1.0,1.0,42,False,1886.0,141.599,8.821666666666667,8,8,27.1723,OK,1611.0,131.0,12.833286131520444,4.82,12.297709923664122,7.004347826086956,8,125.53292925053285,9.53405263484586,11.806151037821325,0.1378377933650013,1.6519928211418764,13.740222024914162,4.630671237828106,6.320667240978453,0.8109093006120706,1.019643202951976,1.2445041394763343,0.1309745499689633,22.05499533400611,134.0,0.8755434782608695,3.0,2.0,3.0,2,1,19.250573959860283,51.71110520599599,2.029909103503897,2.029909103503897,0.4542489519059933
Hermes,30159,3,3,1.3,0.9,0.2,1.0,1.0,456,False,2773.3,309.645,15.885833333333334,11,11,23.1286,OK,2471.0,179.0,6.211813374113817,9.13,13.804469273743017,10.743478260869566,11,397.7904439784486,4.876386430478934,8.565499934229877,0.0829968203155525,1.1845075612731313,36.70750924930688,9.127968918708456,10.600590507779271,0.7622937737962069,0.5530130709967128,1.2044808719480362,0.9348441926345608,17.563000154842566,120.0,0.9766798418972332,5.0,3.0,3.0,3,1,48.64321009630044,137.3531453780801,1.9779617667640292,1.7208060377320635,0.1906976332355878
DPD,30173,2,3,0.7,1.0,0.2,1.0,1.0,123,False,765.47,126.111,4.134166666666666,3,3,5.3075,OK,665.0,81.0,4.775461708125837,13.13,8.209876543209877,2.891304347826087,3,139.25355089089047,2.665157453593152,6.805438249246734,0.1001196273954827,0.933449859688571,30.392200614937853,13.147888203199528,14.350641062107789,0.5561586720733948,0.5121400581469898,1.0290605785027098,0.7984962406015037,11.090777004009215,56.0,0.9637681159420288,2.0,2.0,3.0,1,1,27.433453393972403,102.41668630057876,0.0,0.0,0.4377543142732371
UPS,30659,3,2,1.0,0.9,0.0,1.0,1.0,123,False,1056.23,152.767,6.668055555555555,4,4,13.5658,OK,773.0,109.0,26.058024802089417,10.16,7.091743119266055,3.360869565217391,4,29.66456613158256,14.695941013428696,15.639046230386528,0.1598951858292627,2.41990915893161,7.417013983684282,8.532132873798336,12.164076271008588,1.3964152889530417,1.4054292370718984,1.1312547394072483,0.2005174644243208,10.45351552683556,64.0,0.8402173913043478,6.0,3.0,2.0,2,1,34.36856847611142,108.40358001841618,3.000137281207328,3.000137281207328,0.2670054304663276
GLS,30629,3,2,1.3,0.9,0.0,1.0,1.0,42,False,554.52,92.834,3.889444444444445,2,2,24.7834,OK,445.0,95.0,14.669809711755615,12.94,4.684210526315789,1.934782608695652,2,30.334408471801805,4.751934883223122,8.743297443466767,0.117681878406092,1.1360011143344018,19.991856440499834,12.221886281497802,13.32586325690604,0.7053481045737999,0.5565333030599773,1.1946783142080717,0.9168539325842696,4.096887542345535,21.0,0.967391304347826,4.0,3.0,2.0,1,1,29.967254677541305,101.94086989475528,0.0,0.0,0.3557328027701494
FedEx,30900,2,2,0.7,1.0,0.0,1.0,1.0,123,False,760.39,178.537,8.679722222222223,2,2,19.7748,OK,437.0,163.0,173.55971997363926,10.92,2.6809815950920246,1.9,2,2.517865320745924,120.89154921616525,41.7119091475083,0.2695933004372828,4.846950982931204,1.3483159166778562,9.602338717581882,16.93586149230384,3.0383213247340914,2.7341528904404853,1.044580281086369,0.1212814645308924,3.9095690714981153,33.0,0.95,3.0,2.0,2.0,1,1,24.98397175923054,65.72264336446477,0.0,0.0,0.3207355562028475
Amazon,30539,5,1,0.7,1.0,0.2,1.0,1.0,42,False,658.06,180.631,5.814166666666667,2,2,12.7076,OK,287.0,118.0,19.21423828970633,21.37,2.4322033898305087,1.2478260869565216,2,14.936839840992029,8.407184295327442,11.429463582178125,0.1168959878111953,1.3311360926087912,14.035614761720192,20.040473342659507,22.199618535270464,0.6949556579011029,0.8262684093308772,1.4980117181975912,0.989547038327526,2.2791568971929967,15.0,0.6239130434782608,0.0,5.0,1.0,1,1,19.223443687674884,59.97475862282031,0.0,0.0,0.4417525163807731
Amazon,30827,4,2,1.3,1.0,0.0,1.0,1.0,456,False,1419.69,104.455,6.779166666666667,6,6,7.0071,OK,1274.0,134.0,10.610683695060027,3.78,9.507462686567164,5.539130434782609,6,120.06766355622597,7.678705466024947,10.664851325382037,0.1221311580208122,1.2930939974370212,17.450858167811464,3.359360923532918,5.319589283238754,0.757879870674345,0.6945954776555975,1.0680950567173877,0.998430141287284,9.303944171378614,44.0,0.9231884057971016,0.0,4.0,2.0,1,1,28.63478531859107,88.77998866046612,0.0,0.0,0.3202756044648139
FedEx,30989,4,1,1.3,1.0,0.0,1.0,1.0,123,False,361.29,89.01,3.8175,1,1,3.1444,OK,174.0,60.0,43.13135688268341,16.61,2.9,0.7565217391304347,1,4.034187945287164,19.38456987581392,19.21904013923379,0.2248371310497176,1.7099607802459222,3.0952453618721694,17.146972984888446,20.071070961213884,0.9879803150747216,1.1294484283114083,1.604214075987697,0.1091954022988505,2.4474476501040834,12.0,0.7565217391304347,3.0,4.0,1.0,1,1,41.5435975250514,84.22794889845345,0.0,0.0,0.2917630447727367
Hermes,30627,2,1,1.0,1.0,0.2,1.0,1.0,456,False,299.37,45.887,2.5644444444444443,1,1,14.3586,OK,220.0,62.0,3.3903855235675278,11.3,3.548387096774193,0.9565217391304348,1,64.88937569804905,2.3554852840700597,6.46658125744007,0.1017731445892933,1.0037696485005103,26.32153994733084,11.02729111379897,12.358435055859143,0.6085733506131905,0.5283248438083373,1.0923963991868264,0.9590909090909092,3.275901350255789,19.0,0.9565217391304348,5.0,2.0,1.0,1,1,27.7666291911419,165.26608140479462,0.0,0.0,0.3697481373076522
UPS,30938,4,3,1.3,1.0,0.0,1.0,1.0,456,False,2638.73,553.908,14.756388888888887,10,10,19.2967,OK,2091.0,165.0,153.22446344831192,13.43,12.672727272727272,9.091304347826089,10,13.646645926780282,79.89134537957511,34.20905597028221,0.1880772582728449,3.328740550018946,2.065305061719284,10.520131484177902,18.96352652840381,2.116358856607479,2.0478072546956585,1.4190632400779584,0.1712099473935915,80.15403077910518,1028.0,0.9091304347826088,6.0,4.0,3.0,1,1,18.493229703301036,53.81579016296296,0.0,0.0,0.338063800310323
DHL,30827,3,2,0.7,1.0,0.2,1.0,1.0,123,False,2148.24,105.911,5.984166666666667,10,10,17.0009,OK,2089.0,153.0,10.610683695060027,3.25,13.65359477124183,9.082608695652176,10,196.8770401640157,7.685471741475538,10.568408011117366,0.1120104325479863,1.2995200575550956,19.907691439982507,2.9327880281980687,4.852887269980448,0.7524510201557898,0.7007251413060006,1.0044223233607892,0.8836764001914792,16.155017133413622,89.0,0.9082608695652172,1.0,3.0,2.0,1,1,28.63478531859107,88.77998866046612,0.0,0.0,0.3202756044648139
UPS,30916,2,1,0.7,0.9,0.0,1.0,1.0,123,False,898.5,128.212,7.806666666666667,3,3,16.3672,OK,506.0,140.0,59.876286869182046,7.96,3.6142857142857134,2.2,3,8.450757828479091,40.6897468879035,24.76885732444923,0.1741601218981268,4.001153778323427,3.440670210745893,7.412582609182935,12.601493467182497,2.483069743199521,2.011368478567051,1.2432935491373656,0.1976284584980237,7.955757766086966,57.0,0.7333333333333333,6.0,2.0,1.0,1,1,24.068866380659845,81.75075868427409,0.0,0.0,0.3426676232907035
GLS,30539,2,3,1.3,1.0,0.0,1.0,1.0,42,False,982.36,100.659,5.180555555555555,4,4,6.8787,OK,920.0,130.0,19.21423828970633,5.29,7.076923076923077,4.0,4,47.88115907216956,6.442586089986011,9.939961212766244,0.1004167026105101,1.279382825510367,20.178232496119005,6.296835217323014,7.924986990044369,0.7005910606686585,0.763736672576431,1.0164407365591737,0.8673913043478261,7.179688641862044,40.0,1.0,4.0,2.0,3.0,1,1,19.223443687674884,59.97475862282031,0.0,0.0,0.4417525163807731
DPD,30655,5,1,1.3,0.9,0.0,1.0,1.0,123,False,517.56,77.057,3.033611111111111,2,2,2.9473,OK,236.0,76.0,4.462508901721823,10.23,3.1052631578947367,1.0260869565217392,2,52.885048567396986,4.112725595164088,8.373852620087044,0.113592073031326,1.2696830663528855,18.4792294650934,10.362665228336713,11.802913312160278,0.9417849573401296,0.4020925112511099,1.984832049043385,0.7796610169491526,3.295047908638296,23.0,0.5130434782608696,2.0,5.0,1.0,1,1,31.33987829576497,78.00290309858494,0.0,0.0,0.2951918774012199
DHL,30161,1,1,1.0,0.9,0.0,1.0,1.0,123,False,1833.51,46.012,3.145277777777778,9,9,62.1617,OK,1936.0,78.0,1.79798433827919,1.04,24.82051282051282,8.417391304347825,9,1076.7613258816823,1.6464025246888472,4.815810744949262,0.0897921007911336,0.7152218204283428,47.3760206452193,0.9760129357665592,1.8270923709513331,0.4001710734599609,0.3854821273610423,1.1573601955365138,0.8274793388429752,25.044956291326425,144.0,0.9352657004830918,1.0,1.0,1.0,1,2,22.953455896357088,69.23863464828264,0.0,0.0,0.3307023811719838
DPD,30657,3,2,1.3,1.0,0.0,1.0,1.0,42,False,1024.77,166.737,5.642777777777778,4,4,9.2107,OK,850.0,118.0,12.670949194485749,12.26,7.203389830508475,3.695652173913044,4,67.08258291887954,6.312857311832641,10.693739239895606,0.1005641615405443,1.6522059214429152,18.692011267041337,11.9744333959629,13.01613118723266,0.561018383670398,1.256790196273808,1.9293048213253987,0.6517647058823529,22.471661748286177,243.0,0.9239130434782608,2.0,3.0,2.0,1,1,29.68495585197271,85.03880330769296,0.0,0.0,0.3106477564289452
DHL,30916,1,3,0.7,1.0,0.2,1.0,1.0,123,False,6610.99,1030.623,30.611944444444443,27,27,99.3318,OK,6006.0,348.0,59.876286869182046,11.0,17.25862068965517,26.11304347826087,27,100.30682118151267,41.8904925350603,25.247750306558014,0.1008457009616491,3.921419371522457,8.30737427373863,10.66692332330026,14.98347791066256,2.601030172407699,1.8166003085396971,1.284030988343207,0.870962370962371,33.327128336461485,381.0,0.9671497584541064,1.0,1.0,3.0,1,1,24.068866380659845,81.75075868427409,0.0,0.0,0.3426676232907035
GLS,31311,4,1,1.3,0.9,0.0,1.0,1.0,42,False,793.32,238.499,8.944722222222222,2,2,213.1125,OK,243.0,144.0,139.34872865781722,30.96,1.6875,1.056521739130435,2,1.7438264585585663,82.81951854383064,38.65751740065442,0.215932092031331,6.1542922333304295,1.7387205640876886,30.116619337154106,36.37689077168648,4.060462015982678,2.9734922653840896,1.3614252902789965,0.9876543209876544,1.181270208527903,6.0,0.5282608695652173,4.0,4.0,1.0,1,1,33.23261426531148,77.17210882751733,0.0,0.0,0.2938711802698911
DPD,31535,2,1,0.7,1.0,0.2,1.0,1.0,123,False,1763.29,598.873,21.475555555555555,4,3,544.9154000000001,OK,556.0,402.0,357.6158854957556,38.17,1.3830845771144278,2.417391304347826,3,1.554740777885827,306.03480129229007,71.4231399391538,0.199497515443192,8.58025897051536,1.3135760975630175,36.93639405217212,47.37511016602378,4.863450103225648,5.236624737685744,1.030239524822138,0.9100719424460432,0.8624346180775978,9.0,0.8057971014492754,2.0,2.0,1.0,1,1,40.7323723795672,112.15663099150308,0.0,0.0,0.2257814661901648
Hermes,31311,0,2,1.3,0.9,0.0,1.0,1.0,42,False,1462.23,424.169,15.005833333333332,4,4,207.8206,OK,890.0,257.0,139.34872865781722,32.49,3.463035019455253,3.869565217391304,4,6.386854107477877,89.71966600720117,38.940004976428334,0.1296688950760241,6.171402969310189,2.864477894727923,31.62597445240252,39.31397138932139,3.987609146110578,3.096339375358223,1.3775459990788617,1.0,3.0596526039959824,26.0,0.967391304347826,5.0,0.0,2.0,1,1,33.23261426531148,77.17210882751733,0.0,0.0,0.2938711802698911
GLS,30627,5,1,0.7,1.0,0.0,1.0,1.0,123,False,290.39,50.111,2.2694444444444444,1,1,11.4751,OK,68.0,46.0,3.3903855235675278,11.43,1.4782608695652173,0.2956521739130435,1,20.056716124851523,2.1523867970326283,6.095468996823931,0.127151412375245,0.9837778162514512,21.371623382664097,11.755335654507595,12.770440258754352,0.5977119645233925,0.511231405216439,1.021177516433938,0.8382352941176471,1.1930802377401948,8.0,0.2956521739130435,4.0,5.0,1.0,1,1,27.7666291911419,165.26608140479462,0.0,0.0,0.3697481373076522
FedEx,30449,0,3,1.0,1.0,0.2,1.0,1.0,123,False,2665.59,465.966,16.454722222222223,10,10,31.8116,OK,2076.0,180.0,12.461078026502008,12.7,11.533333333333331,9.02608695652174,10,166.59874816486973,11.54577655693086,12.939798731128697,0.1023397164541205,1.7404345437516904,15.590116360943007,11.64492180275642,14.50761950208974,0.7467604232410672,1.2032368637439017,1.442225597516836,0.1315028901734104,18.854530843628368,161.0,0.902608695652174,3.0,0.0,3.0,3,1,28.56772661330088,65.8220048321117,2.6162516506238997,2.1062758446252388,0.3550090751613656
Hermes,30827,1,2,0.7,1.0,0.0,1.0,1.0,123,False,781.68,83.434,5.046944444444445,3,3,7.5405,OK,479.0,124.0,10.610683695060027,5.18,3.862903225806452,2.082608695652174,3,45.14317962592797,6.775625429554481,10.033828672531508,0.1163312558021996,1.268878148260748,18.30089359118445,5.51900900027325,7.049313700273541,0.7526341723182207,0.6707325096231113,1.0045553606368185,0.964509394572025,3.450887397372512,17.0,0.6942028985507246,5.0,1.0,2.0,1,1,28.63478531859107,88.77998866046612,0.0,0.0,0.3202756044648139
Amazon,30519,1,3,1.3,0.9,0.2,1.0,1.0,123,False,4631.35,857.795,30.035,17,17,60.5744,OK,3710.0,214.0,13.714884737746765,17.38,17.33644859813084,16.130434782608695,17,270.5090178256592,8.510320081105489,11.47715697597621,0.0916161011215552,1.4616930985143974,25.145940218526004,17.221108460502382,19.904219068593356,0.897273707789849,0.7256914357411016,1.0821593676795525,0.9881401617250674,34.628723403899926,447.0,0.948849104859335,0.0,1.0,3.0,2,1,17.79319946789323,78.25473357244559,2.46719451659274,2.46719451659274,0.4157361576881752
GLS,30179,4,2,1.3,1.0,0.2,1.0,1.0,456,False,586.56,131.786,4.357222222222222,2,2,5.5324,OK,389.0,77.0,8.305970462175056,15.58,5.051948051948052,1.691304347826087,2,46.83378080520333,5.234912072464262,9.33659662193812,0.1391035762544564,1.1519063982676636,14.708938552191064,15.158232451708145,16.73042738208446,0.8345036657201713,0.4496890397843442,1.7119692370507724,0.9048843187660668,6.040762194740436,39.0,0.8456521739130435,4.0,4.0,2.0,1,1,11.78876370686503,42.923601727312864,0.0,0.0,0.4301545824743631
Hermes,30982,3,3,1.0,0.9,0.2,1.0,1.0,42,False,1302.95,320.674,11.702222222222222,4,4,25.4287,OK,728.0,175.0,66.6831619829418,23.78,4.16,3.165217391304348,4,10.9172987355673,35.44577632710125,24.270870706172943,0.1148786267249379,4.149224311599974,4.9371185549742895,23.27346152794909,29.134481328110432,1.2434341600381158,3.3355489925768245,2.072226543055109,0.9903846153846154,3.871891379822381,22.0,0.7913043478260869,5.0,3.0,3.0,1,1,34.80836995790101,102.47435719568998,0.0,0.0,0.2049400270782702
DPD,30659,5,3,0.7,0.9,0.0,1.0,1.0,123,False,536.04,80.216,3.5125,2,2,15.4718,OK,421.0,101.0,11.3882150903338,8.73,4.1683168316831685,1.830434782608696,2,36.9680407913388,4.8076756580319735,8.739940081841906,0.1226104627144002,1.1778533195836265,21.00807275367333,10.421904908990042,11.463145719135168,0.6564424377174525,0.661793256415948,1.2861982885604233,0.7767220902612827,4.831967204766038,27.0,0.915217391304348,2.0,5.0,3.0,1,1,26.038462514572014,69.45541042751702,0.0,0.0,0.3261436462428244
UPS,30625,4,2,1.0,0.9,0.0,1.0,1.0,123,False,1065.86,178.626,6.655277777777778,4,4,11.3118,OK,719.0,100.0,12.254281076148748,10.42,7.19,3.126086956521739,4,58.67337263868,7.594019842712765,10.793804841587686,0.1357509992637307,1.5686219957648964,13.16825634791568,10.167907456587416,11.224681458423738,0.966540479388478,0.7959581330911577,1.236294741059749,0.1961057023643949,12.995149094950778,107.0,0.7815217391304348,6.0,4.0,2.0,2,1,12.629023466614369,84.34017846266995,1.9836295921513396,1.9836295921513396,0.4497993608805271
FedEx,30625,3,2,1.0,0.9,0.2,1.0,1.0,42,False,1090.07,192.28,7.18,4,4,16.9193,OK,728.0,101.0,12.254281076148748,12.66,7.207920792079208,3.165217391304348,4,59.40780984834359,7.648043280950269,10.84105534927941,0.1327877587078995,1.5758128611130269,13.205992211311171,12.479928095925498,13.93812941747868,1.0085022162249082,0.762499302614197,1.2894796137190654,0.1401098901098901,14.758328296007512,125.0,0.7913043478260869,3.0,3.0,2.0,2,1,12.629023466614369,84.34017846266995,1.9836295921513396,1.9836295921513396,0.4497993608805271
Amazon,30657,3,2,1.0,0.9,0.0,1.0,1.0,456,False,1312.64,222.053,7.785833333333334,5,5,19.3012,OK,1141.0,116.0,12.670949194485749,15.05,9.836206896551724,4.960869565217391,5,90.04850248287241,6.750139498688599,10.804615142322374,0.1147002685364076,1.639480381461858,17.184830035369817,14.772236903741357,16.154599231309525,0.5905114033615846,1.2234473006063644,1.897211769758606,0.9833479404031552,18.595487015308425,184.0,0.9921739130434782,0.0,3.0,2.0,1,1,29.68495585197271,85.03880330769296,0.0,0.0,0.3106477564289452
Amazon,30629,4,1,1.3,0.9,0.2,1.0,1.0,42,False,840.48,180.184,5.631944444444445,3,3,19.9579,OK,534.0,97.0,14.669809711755615,20.32,5.505154639175258,2.3217391304347825,3,36.40129016616217,5.219526091949462,9.236869906991762,0.11219285263799,1.159230712866651,18.58406266990632,19.05733294624303,20.682530351968545,0.6975639315928629,0.5974243746723162,1.0585549436182564,1.0,5.964022221501272,39.0,0.7739130434782608,0.0,4.0,1.0,1,1,29.967254677541305,101.94086989475528,0.0,0.0,0.3557328027701494
Hermes,30952,5,1,1.3,1.0,0.0,1.0,1.0,123,False,697.53,139.541,7.355833333333333,2,2,21.928,OK,368.0,153.0,37.755537878390655,15.6,2.4052287581699345,1.6,2,9.746914510536596,23.738540962861403,20.421296505306028,0.1301240579356044,2.844140778822464,6.445214987701487,14.156574986743523,19.49224137582803,0.9853364990589756,2.139669247489994,2.0642963716239846,0.9864130434782608,1.7911835956037268,12.0,0.8,5.0,5.0,1.0,1,1,19.644280454244196,66.39638038602583,0.0,0.0,0.3361777063496414
GLS,30827,1,3,1.0,0.9,0.0,1.0,1.0,123,False,936.88,271.371,7.321944444444444,3,3,12.5784,OK,682.0,121.0,10.610683695060027,22.43,5.636363636363637,2.965217391304348,3,64.27484030246947,6.848593028650313,10.258215515585231,0.1170989956838053,1.2694594038941218,17.667862507497556,22.442556825412243,23.52535251787369,0.7564241057383921,0.6672601789552033,1.0209760716747551,0.8856304985337243,5.345887428359694,23.0,0.9884057971014492,4.0,1.0,3.0,1,1,28.63478531859107,88.77998866046612,0.0,0.0,0.3202756044648139
DHL,30173,3,3,1.3,0.9,0.2,1.0,1.0,42,False,4805.27,334.418,14.265277777777778,22,22,4.9103,OK,4866.0,84.0,4.775461708125837,3.83,57.92857142857143,21.15652173913044,22,1018.9590656166512,3.483428203601695,7.385230866538768,0.1111949408522628,0.964816658557686,24.11417577464295,3.765165746548456,5.276607277103636,0.5408315493850103,0.5569644945808591,1.123065022405909,0.8793670365803534,83.538526286676,414.0,0.9616600790513834,1.0,3.0,3.0,1,1,27.433453393972403,102.41668630057876,0.0,0.0,0.4377543142732371
FedEx,30952,0,1,1.0,0.9,0.0,1.0,1.0,123,False,394.73,99.935,4.628055555555555,1,1,38.6365,OK,152.0,67.0,37.755537878390655,17.01,2.2686567164179103,0.6608695652173913,1,4.025899471743377,23.329884297649556,20.2469256996804,0.2480550525318678,2.964467863855977,2.871853076731724,15.13785821223673,20.792590120624936,0.8949363040773484,2.342080689952863,2.276947324575896,0.1184210526315789,2.4651728742761287,12.0,0.6608695652173913,3.0,0.0,1.0,1,1,19.644280454244196,66.39638038602583,0.0,0.0,0.3361777063496414
DHL,30659,0,2,1.3,1.0,0.2,1.0,1.0,456,False,3546.94,493.291,14.369444444444444,15,15,28.5565,OK,3267.0,127.0,11.3882150903338,7.01,25.724409448818896,14.204347826086956,15,286.87550894371464,5.5471495331276754,9.425315160518704,0.1075884402168279,1.195660071769901,22.894641516612044,7.881627914294962,9.368069965787704,0.6850062010862943,0.6575292680823479,1.3135980494567827,0.8858279767370677,31.13083317641127,173.0,0.9469565217391304,1.0,0.0,2.0,1,1,26.038462514572014,69.45541042751702,0.0,0.0,0.3261436462428244
DPD,31319,3,1,1.0,0.9,0.0,1.0,1.0,42,False,678.56,129.94,6.932777777777778,2,2,34.314,OK,355.0,205.0,101.18549289373648,7.08,1.7317073170731707,1.5434782608695652,2,3.508408071627578,58.03283550717322,31.259889888182613,0.1386992603966308,4.1937999612036085,3.532482916066728,6.713632606771009,11.689695005323214,2.743929153008472,2.059007266914478,1.514766159578956,0.819718309859155,1.0959880327792093,7.0,0.7717391304347826,2.0,3.0,1.0,1,1,23.65548682082195,48.24635838444042,0.0,0.0,0.3372155354338614
