provider,hub,day,mode,n_plz,n_parcels,area_km2,parcels_per_km2,cost,in_distribution,window,fast_share,share_willing
Amazon,Amazon Logistics HAJ8 in Garbsen,0,standalone,1,188,159.38246951696127,1.1795525603899197,552.9076192970927,False,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,0,bundled,3,293,16.0040665409306,18.307846899452013,602.2828548527642,True,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,1,standalone,1,221,59.876286869182046,3.6909436365491683,486.19868981389607,False,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,1,bundled,1,138,139.34872865781722,0.9903211986875808,493.4543131296906,False,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,2,standalone,1,200,19.484913733542946,10.264351319949824,377.795603233979,True,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,3,standalone,1,187,153.22446344831192,1.220431749549456,463.75131090143736,False,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,3,standalone,1,192,101.18549289373648,1.8975052105704084,465.01592776895666,False,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,4,standalone,1,172,159.38246951696127,1.0791651084418414,531.1510262278357,False,2,0.2,0.8
Amazon,Amazon Logistics HAJ8 in Garbsen,4,bundled,1,114,139.34872865781722,0.8180914250027842,475.901194442138,False,2,0.2,0.8
DPD,DPD Paketzentrum in Lehrte,0,bundled,1,116,125.18180774883541,0.926652219568056,465.0066298619497,False,2,0.2,0.8
DPD,DPD Paketzentrum in Lehrte,0,bundled,1,110,357.6158854957556,0.30759259994144067,559.9841786026882,False,2,0.2,0.8
