penalty,share_willing,provider,system_smooth_swaps,system_smoothed_cost_eur,cost_pre_smoothing,provider_spread_before,provider_spread_after
1.0,0.6,DPD,0,184973.73432592797,184973.73432592797,4.0,4.0
1.0,0.6,FedEx,0,151221.7565964747,151221.7565964747,7.0,7.0
1.0,0.6,GLS,0,160875.92473038367,160875.92473038367,10.0,10.0
1.0,0.6,Hermes,0,210103.1169224533,210103.1169224533,2.0,2.0
1.0,0.6,UPS,0,182083.69012784088,182083.69012784088,16.0,16.0
1.0,0.7,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
1.0,0.7,Amazon,0,347416.2954980499,347416.2954980499,60.0,60.0
1.0,0.7,DPD,0,184378.17684224347,184378.17684224347,2.0,2.0
1.0,0.7,FedEx,0,150803.52066431806,150803.52066431806,11.0,11.0
1.0,0.7,GLS,0,161946.5884001713,161946.5884001713,4.0,4.0
1.0,0.7,Hermes,0,213017.0108922337,213017.0108922337,2.0,2.0
1.0,0.7,UPS,0,181132.7925631114,181132.7925631114,13.0,13.0
1.0,0.8,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
1.0,0.8,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
1.0,0.8,DPD,0,182398.71237679687,182398.71237679687,10.0,10.0
1.0,0.8,FedEx,0,148462.4296203487,148462.4296203487,14.0,14.0
1.0,0.8,GLS,0,165222.0698425356,165222.0698425356,3.0,3.0
1.0,0.8,Hermes,0,215012.5084027004,215012.5084027004,14.0,14.0
1.0,0.8,UPS,0,179488.5660213554,179488.5660213554,23.0,23.0
1.0,0.9,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
1.0,0.9,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
1.0,0.9,DPD,0,182724.51838176965,182724.51838176965,10.0,10.0
1.0,0.9,FedEx,0,150930.01660562123,150930.01660562123,13.0,13.0
1.0,0.9,GLS,0,161689.87606863532,161689.87606863532,1.0,1.0
1.0,0.9,Hermes,0,210351.12375580295,210351.12375580295,2.0,2.0
1.0,0.9,UPS,0,178527.16719854344,178527.16719854344,15.0,15.0
1.0,1.0,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
1.0,1.0,Amazon,0,349395.07260833733,349395.07260833733,70.0,70.0
1.0,1.0,DPD,0,175210.26860797484,175210.26860797484,2.0,2.0
1.0,1.0,FedEx,0,146605.23193507254,146605.23193507254,14.0,14.0
1.0,1.0,GLS,0,152986.57006000748,152986.57006000748,2.0,2.0
1.0,1.0,Hermes,0,203128.15065289603,203128.15065289603,2.0,2.0
1.0,1.0,UPS,0,174913.11315340782,174913.11315340782,13.0,13.0
2.0,0.0,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.0,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
2.0,0.0,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
2.0,0.0,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
2.0,0.0,GLS,0,186914.04044994732,186914.04044994732,30.0,30.0
2.0,0.0,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
2.0,0.0,UPS,0,198052.502895174,198052.502895174,40.0,40.0
2.0,0.1,DHL,3,560198.9573847601,558813.4707945366,168.0,165.0
2.0,0.1,Amazon,0,331045.8298601862,331045.8298601862,77.0,77.0
2.0,0.1,DPD,0,187241.89892150206,187241.89892150206,25.0,25.0
2.0,0.1,FedEx,0,156019.80677184448,156019.80677184448,16.0,16.0
2.0,0.1,GLS,0,163002.20812186314,163002.20812186314,23.0,23.0
2.0,0.1,Hermes,0,207768.98277990223,207768.98277990223,41.0,41.0
2.0,0.1,UPS,0,188111.8563239811,188111.8563239811,23.0,23.0
2.0,0.2,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.2,Amazon,0,338324.564780087,338324.564780087,59.0,59.0
2.0,0.2,DPD,0,187445.73176228697,187445.73176228697,17.0,17.0
2.0,0.2,FedEx,0,159018.02400775428,159018.02400775428,16.0,16.0
2.0,0.2,GLS,0,165974.95829910535,165974.95829910535,13.0,13.0
2.0,0.2,Hermes,0,211531.85884589324,211531.85884589324,27.0,27.0
2.0,0.2,UPS,0,189319.66974795042,189319.66974795042,23.0,23.0
2.0,0.3,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.3,Amazon,0,341905.63660099835,341905.63660099835,46.0,46.0
2.0,0.3,DPD,0,186022.46664259286,186022.46664259286,22.0,22.0
2.0,0.3,FedEx,0,160012.14080695677,160012.14080695677,20.0,20.0
2.0,0.3,GLS,0,166859.52497447637,166859.52497447637,14.0,14.0
2.0,0.3,Hermes,0,213827.52681986548,213827.52681986548,24.0,24.0
2.0,0.3,UPS,0,190806.96860568642,190806.96860568642,25.0,25.0
2.0,0.4,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.4,Amazon,0,346457.1844808366,346457.1844808366,62.0,62.0
2.0,0.4,DPD,0,190478.01338248252,190478.01338248252,15.0,15.0
2.0,0.4,FedEx,0,160347.07973086357,160347.07973086357,17.0,17.0
2.0,0.4,GLS,0,168285.40349850952,168285.40349850952,11.0,11.0
2.0,0.4,Hermes,0,214038.80428296735,214038.80428296735,18.0,18.0
2.0,0.4,UPS,0,192880.88204350174,192880.88204350174,26.0,26.0
2.0,0.5,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.5,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
2.0,0.5,DPD,0,196702.92726575944,196702.92726575944,19.0,19.0
2.0,0.5,FedEx,0,162959.80271535294,162959.80271535294,20.0,20.0
2.0,0.5,GLS,0,173613.28814978997,173613.28814978997,12.0,12.0
2.0,0.5,Hermes,0,222919.09636550784,222919.09636550784,21.0,21.0
2.0,0.5,UPS,0,192840.5295295638,192840.5295295638,26.0,26.0
2.0,0.6,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.6,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
2.0,0.6,DPD,0,201099.72934256974,201099.72934256974,21.0,21.0
2.0,0.6,FedEx,0,160478.6043327724,160478.6043327724,17.0,17.0
2.0,0.6,GLS,0,177955.90423584348,177955.90423584348,11.0,11.0
2.0,0.6,Hermes,0,229108.3352622561,229108.3352622561,26.0,26.0
2.0,0.6,UPS,0,193640.85367609802,193640.85367609802,26.0,26.0
2.0,0.7,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.7,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
2.0,0.7,DPD,0,203120.2000844437,203120.2000844437,26.0,26.0
2.0,0.7,FedEx,0,161186.5123625635,161186.5123625635,17.0,17.0
2.0,0.7,GLS,0,182438.8353148225,182438.8353148225,16.0,16.0
2.0,0.7,Hermes,0,230316.55270705879,230316.55270705879,34.0,34.0
2.0,0.7,UPS,0,192930.91691871104,192930.91691871104,25.0,25.0
2.0,0.8,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.8,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
2.0,0.8,DPD,0,205793.92265115524,205793.92265115524,30.0,30.0
2.0,0.8,FedEx,0,159981.1136267153,159981.1136267153,15.0,15.0
2.0,0.8,GLS,0,185401.70899800802,185401.70899800802,22.0,22.0
2.0,0.8,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
2.0,0.8,UPS,0,196931.90763730239,196931.90763730239,35.0,35.0
2.0,0.9,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,0.9,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
2.0,0.9,DPD,0,207262.4263273573,207262.4263273573,37.0,37.0
2.0,0.9,FedEx,0,160512.79490748927,160512.79490748927,16.0,16.0
2.0,0.9,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
2.0,0.9,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
2.0,0.9,UPS,0,195374.73694867696,195374.73694867696,30.0,30.0
2.0,1.0,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
2.0,1.0,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
2.0,1.0,DPD,0,206970.91070418071,206970.91070418071,38.0,38.0
2.0,1.0,FedEx,0,158178.9358249684,158178.9358249684,12.0,12.0
2.0,1.0,GLS,0,184005.54223382424,184005.54223382424,22.0,22.0
2.0,1.0,Hermes,0,230953.42890065673,230953.42890065673,41.0,41.0
2.0,1.0,UPS,0,191545.63483260534,191545.63483260534,25.0,25.0
5.0,0.0,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.0,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,0.0,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
5.0,0.0,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.0,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
5.0,0.0,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
5.0,0.0,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,0.1,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.1,Amazon,0,330912.8791911024,330912.8791911024,77.0,77.0
5.0,0.1,DPD,0,191824.18791934528,191824.18791934528,29.0,29.0
5.0,0.1,FedEx,0,167282.31268429692,167282.31268429692,31.0,31.0
5.0,0.1,GLS,0,165399.06042203584,165399.06042203584,25.0,25.0
5.0,0.1,Hermes,0,209499.7489581072,209499.7489581072,41.0,41.0
5.0,0.1,UPS,0,197673.22706850694,197673.22706850694,40.0,40.0
5.0,0.2,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.2,Amazon,0,342799.48949018883,342799.48949018883,65.0,65.0
5.0,0.2,DPD,0,200226.21967890993,200226.21967890993,25.0,25.0
5.0,0.2,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.2,GLS,0,169815.4054791605,169815.4054791605,20.0,20.0
5.0,0.2,Hermes,0,214617.06764844185,214617.06764844185,29.0,29.0
5.0,0.2,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,0.3,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.3,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,0.3,DPD,0,207261.169781087,207261.169781087,38.0,38.0
5.0,0.3,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.3,GLS,0,181839.47882212827,181839.47882212827,19.0,19.0
5.0,0.3,Hermes,0,224827.27284844578,224827.27284844578,28.0,28.0
5.0,0.3,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,0.4,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.4,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,0.4,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
5.0,0.4,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.4,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
5.0,0.4,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
5.0,0.4,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,0.5,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.5,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,0.5,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
5.0,0.5,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.5,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
5.0,0.5,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
5.0,0.5,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,0.6,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.6,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,0.6,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
5.0,0.6,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.6,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
5.0,0.6,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
5.0,0.6,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,0.7,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.7,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,0.7,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
5.0,0.7,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.7,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
5.0,0.7,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
5.0,0.7,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,0.8,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.8,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,0.8,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
5.0,0.8,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.8,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
5.0,0.8,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
5.0,0.8,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,0.9,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,0.9,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,0.9,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
5.0,0.9,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,0.9,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
5.0,0.9,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
5.0,0.9,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
5.0,1.0,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
5.0,1.0,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
5.0,1.0,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
5.0,1.0,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
5.0,1.0,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
5.0,1.0,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
5.0,1.0,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.0,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.0,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.0,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.0,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.0,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,0.0,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,0.0,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.1,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.1,Amazon,0,331565.0071524004,331565.0071524004,77.0,77.0
10.0,0.1,DPD,0,201228.737969339,201228.737969339,40.0,40.0
10.0,0.1,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.1,GLS,0,168375.08087435807,168375.08087435807,26.0,26.0
10.0,0.1,Hermes,0,210577.34745795402,210577.34745795402,42.0,42.0
10.0,0.1,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.2,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.2,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.2,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.2,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.2,GLS,0,180697.89672651034,180697.89672651034,26.0,26.0
10.0,0.2,Hermes,0,223374.75467243852,223374.75467243852,37.0,37.0
10.0,0.2,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.3,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.3,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.3,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.3,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.3,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,0.3,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,0.3,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.4,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.4,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.4,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.4,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.4,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,0.4,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,0.4,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.5,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.5,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.5,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.5,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.5,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,0.5,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,0.5,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.6,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.6,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.6,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.6,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.6,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,0.6,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,0.6,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.7,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.7,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.7,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.7,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.7,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,0.7,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,0.7,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.8,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.8,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.8,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.8,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.8,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,0.8,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,0.8,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,0.9,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,0.9,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,0.9,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,0.9,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,0.9,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,0.9,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,0.9,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
10.0,1.0,DHL,0,563775.2206035123,563775.2206035123,175.0,175.0
10.0,1.0,Amazon,0,350810.6383067652,350810.6383067652,79.0,79.0
10.0,1.0,DPD,0,210178.8252010488,210178.8252010488,46.0,46.0
10.0,1.0,FedEx,0,167748.72604045804,167748.72604045804,31.0,31.0
10.0,1.0,GLS,0,186914.04044994735,186914.04044994735,30.0,30.0
10.0,1.0,Hermes,0,232267.79568581068,232267.79568581068,44.0,44.0
10.0,1.0,UPS,0,198052.50289517397,198052.50289517397,40.0,40.0
