provider,cluster_id,baseline_routes,baseline_distance_km,baseline_parcels,baseline_cost_eur,saml_routes,saml_distance_km,saml_parcels,saml_cost_eur,fixed_routes,fixed_distance_km,fixed_parcels,fixed_cost_eur,actual_saving_abs,actual_saving_pct,actual_fixed_saving_pct,routes_delta_pct,distance_delta_pct,raumtyp_8,raumtyp_8_name,raumtyp_3,main_area_share,einwohner,n_members
Hermes,30449,22,1027.8400000000001,3350,6204.17,19.0,772.95,3350.0,4983.73,19.0,772.13,3350.0,4984.33,1220.44,19.671285603070203,19.66161468818553,-13.636363636363637,-24.798606787048573,3,Zentrumsnah verdichtete Mischnutzung,urban,0.6773891431704135,52274.0,3
Hermes,30453,12,556.15,1923,3456.84,10.0,358.42999999999995,1923.0,2607.03,11.0,382.28,1923.0,2823.74,849.8100000000004,24.58343458187246,18.314414320593386,-16.666666666666668,-35.55155983098086,4,Städtisch mit Verdichtungsansätzen,suburban,0.3175021077016408,17864.0,1
Hermes,30455,11,512.28,1769,3243.07,10.0,380.83,1769.0,2661.12,10.0,379.36,1769.0,2656.83,581.9500000000003,17.944416864267506,18.076698930334533,-9.090909090909092,-25.659795424377293,4,Städtisch mit Verdichtungsansätzen,suburban,0.9967467302434696,21665.0,1
Hermes,30457,11,587.63,1718,3330.43,9.0,435.79,1718.0,2528.6,10.0,477.01,1718.0,2780.21,801.8299999999999,24.075870082842158,16.520989782100205,-18.181818181818183,-25.8393887310042,4,Städtisch mit Verdichtungsansätzen,suburban,0.8041563849902899,18093.0,1
Hermes,30519,16,989.77,2919,4959.44,14.0,781.77,2919.0,3987.61,14.0,780.63,2919.0,3986.95,971.83,19.595559176035994,19.60886713015985,-12.5,-21.014983278943593,3,Zentrumsnah verdichtete Mischnutzung,urban,0.454986530655141,31405.0,2
Hermes,30539,11,811.1,1846,3488.44,9.0,578.6400000000001,1846.0,2610.78,10.0,638.73,1846.0,2866.0,877.6600000000003,25.159096902913618,17.842932657577602,-18.181818181818183,-28.65984465540623,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4584993773941337,19961.0,1
Hermes,30559,51,2636.31,8041,15005.36,43.0,1877.98,8041.0,11473.32,42.0,1818.3,8041.0,11200.12,3532.0400000000004,23.538522234721466,25.3592049774214,-15.686274509803921,-28.764826594747962,4,Städtisch mit Verdichtungsansätzen,suburban,0.5490105390351068,71927.0,4
Hermes,30625,17,897.52,2831,5037.92,16.0,747.56,2831.0,4356.57,15.0,697.25,2831.0,4059.19,681.3499999999999,13.524430717438948,19.427263632610284,-5.882352941176471,-16.7082627685177,4,Städtisch mit Verdichtungsansätzen,suburban,0.6299961068049671,33250.0,2
Hermes,30657,11,420.8,1834,3123.63,10.0,287.24,1834.0,2546.5200000000004,11.0,303.46000000000004,1834.0,2760.57,577.1099999999997,18.475619711681592,11.623015530008352,-9.090909090909092,-31.73954372623574,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.6747209741882092,16117.0,1
Hermes,30823,13,550.15,2384,3797.72,13.0,433.5,2384.0,3423.54,13.0,386.97,2384.0,3278.0,374.17999999999984,9.852753757517664,13.68505313714544,0.0,-21.203308188675813,4,Städtisch mit Verdichtungsansätzen,suburban,0.4691854467936948,26279.0,1
Hermes,30827,23,1047.6,4021,7030.280000000001,19.0,673.52,4021.0,5099.55,22.0,724.1400000000001,4021.0,5746.54,1930.7300000000005,27.463059792782087,18.260154645334193,-17.391304347826086,-35.70828560519282,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5079119318618089,33231.0,2
Hermes,30853,20,486.33,3127,5209.639999999999,19.0,331.54999999999995,3127.0,4519.639999999999,18.0,291.67999999999995,3127.0,4214.41,690.0,13.24467717539024,19.103623282990757,-5.0,-31.82612629284643,6,Umland Verstädtert,suburban,0.9878383271989196,30958.0,2
Hermes,30855,34,860.9,7102,8695.93,32.0,591.02,7102.0,7444.52,32.0,592.14,7102.0,7431.77,1251.41,14.390755215370866,14.537375530851786,-5.882352941176471,-31.348588686258566,4,Städtisch mit Verdichtungsansätzen,suburban,0.6159833575115979,19799.0,2
Hermes,30880,17,1541.36,3668,5971.7,18.0,1361.89,3668.0,5434.8,18.0,1354.82,3668.0,5425.299999999999,536.8999999999996,8.99073965537451,9.149823333389163,5.882352941176471,-11.643613432293545,6,Umland Verstädtert,suburban,0.3139748070372578,38878.0,1
Hermes,30890,20,1819.04,3618,7080.31,18.0,1447.18,3618.0,5741.45,18.0,1360.7,3618.0,5456.85,1338.8600000000006,18.909624013637828,22.929222025589272,-10.0,-20.44265106869557,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4922930803744983,33084.0,1
Hermes,30900,20,1598.51,3644,7373.69,18.0,996.75,3644.0,5367.549999999999,18.0,1005.3,3644.0,5362.85,2006.1400000000003,27.2067309583126,27.270471093848524,-10.0,-37.64505695929334,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5946640446856509,28240.0,1
Hermes,30916,17,941.58,3232,5593.33,17.0,717.04,3232.0,4698.11,16.0,684.15,3232.0,4470.13,895.2200000000003,16.005134687207804,20.08106083495878,0.0,-23.847150534208463,6,Umland Verstädtert,suburban,0.5635394120519126,22743.0,1
Hermes,30926,17,1020.79,3537,5595.25,18.0,739.29,3537.0,4845.25,19.0,744.8,3537.0,5085.6,750.0,13.404226799517447,9.108618917832084,5.882352941176471,-27.57668080604238,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.3864664163120905,31847.0,1
Hermes,30938,16,1409.17,2656,5707.67,13.0,989.59,2656.0,4009.95,14.0,1057.51,2656.0,4277.89,1697.7200000000005,29.74453673740774,25.0501518132618,-18.75,-29.774973920818642,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7619586842591053,20356.0,1
Hermes,30952,14,965.72,2488,4859.72,13.0,710.95,2488.0,3911.36,13.0,729.3299999999999,2488.0,3880.61,948.3600000000006,19.514704550879475,20.147457055138982,-7.142857142857143,-26.381352773060513,4,Städtisch mit Verdichtungsansätzen,suburban,0.3531171193649204,23156.0,1
Hermes,30966,12,888.88,2313,4128.35,13.0,741.98,2313.0,3809.48,12.0,701.88,2313.0,3546.52,318.87000000000035,7.723909067787381,14.093524047137484,8.333333333333334,-16.52641526415264,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5738267115966268,18413.0,1
Hermes,30974,12,1148.8,1616,4321.71,8.0,690.02,1616.0,2649.89,10.0,827.55,1616.0,3196.3,1671.8200000000002,38.68422453149333,26.040849571118837,-33.333333333333336,-39.93558495821727,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5280758746275026,13901.0,1
Hermes,30982,11,1037.2,1680,4057.59,10.0,838.53,1680.0,3230.75,10.0,842.91,1680.0,3223.31,826.8400000000001,20.37761331233565,20.56097338567968,-9.090909090909092,-19.154454300038573,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5160662609374094,13750.0,1
Hermes,30989,11,786.91,1681,3728.8,9.0,541.09,1681.0,2737.21,10.0,565.1700000000001,1681.0,2987.73,991.59,26.59273760995495,19.874222269899168,-18.181818181818183,-31.23864228437813,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.7182255388514937,14121.0,1
Hermes,31275,24,2131.72,4698,8456.53,22.0,1516.96,4698.0,6533.360000000001,21.0,1493.2,4698.0,6314.31,1923.17,22.74183382545796,25.332139778372454,-8.333333333333334,-28.838684254967813,6,Umland Verstädtert,suburban,0.5607199205262813,42686.0,1
Hermes,31303,17,1534.98,3161,6212.33,15.0,1089.25,3161.0,4655.88,16.0,1150.24,3161.0,4911.860000000001,1556.4499999999998,25.0542067147109,20.933691545684137,-11.764705882352942,-29.038163363692036,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4973843134686194,28877.0,1
Hermes,31311,14,1678.2,2196,5705.77,12.0,1187.44,2196.0,4140.15,12.0,1191.92,2196.0,4140.86,1565.6200000000008,27.439241329391137,27.426797785399707,-14.285714285714286,-29.243236801334763,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7093788057512238,19975.0,1
Hermes,31319,17,1549.82,2907,5988.85,15.0,1113.21,2907.0,4572.06,15.0,1105.98,2907.0,4562.22,1416.7900000000009,23.657129498985615,23.821434833064778,-11.764705882352942,-28.171658644229648,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5327857182637412,23036.0,1
Hermes,31515,23,1834.73,4758,8198.26,23.0,1381.69,4758.0,6707.629999999999,23.0,1378.98,4758.0,6703.99,1490.630000000001,18.18227282374554,18.226672489040364,0.0,-24.692461561101634,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4382487580737642,40666.0,1
Hermes,31535,27,2850.29,4780,11007.19,23.0,1741.65,4780.0,7642.09,22.0,1702.08,4780.0,7378.25,3365.1000000000004,30.571835318550878,32.968814020653774,-14.814814814814815,-38.89569131562051,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4384989309139261,43634.0,1
Hermes,31832,17,2175.86,3015,7196.29,15.0,1592.58,3015.0,5400.48,16.0,1662.3000000000002,3015.0,5666.6,1795.8100000000004,24.95466413943852,21.256647522542863,-11.764705882352942,-26.806871765646694,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5244252875044891,28627.0,1
UPS,30159,34,890.22,7101,8339.56,33.0,807.19,7101.0,7904.09,33.0,811.72,7101.0,7901.57,435.46999999999935,5.221738317129433,5.251955738672062,-2.9411764705882355,-9.326907955336878,2,Zentrumsnah hochverdichtete Wohnnutzung,urban,0.3828375675061389,59203.0,4
UPS,30161,24,578.9,4726,5790.65,23.0,504.61,4726.0,5372.0,23.0,504.61,4726.0,5372.0,418.6499999999997,7.229758317287345,7.229758317287345,-4.166666666666667,-12.832959060286745,2,Zentrumsnah hochverdichtete Wohnnutzung,urban,0.7456194837726648,50684.0,1
UPS,30163,31,733.94,5518,7498.82,28.0,604.95,5518.0,6550.0,30.0,619.62,5518.0,6933.18,948.8200000000002,12.652924060052111,7.54305344040795,-9.67741935483871,-17.575006131291385,5,Städtisch mit gewerblicher Prägung,suburban,0.450856370637735,74338.0,4
UPS,30167,17,505.03,2856,4306.18,14.0,352.53,2856.0,3384.35,15.0,374.74,2856.0,3606.43,921.8300000000004,21.407140435374284,16.2499013046366,-17.647058823529413,-30.196225966774254,3,Zentrumsnah verdichtete Mischnutzung,urban,0.8033868629180803,33453.0,2
UPS,30419,12,483.83,2053,3352.76,10.0,326.88,2053.0,2532.94,11.0,337.85,2053.0,2736.49,819.8200000000002,24.45209320082559,18.38097567377326,-16.666666666666668,-32.43907984209329,5,Städtisch mit gewerblicher Prägung,suburban,0.8381674492010093,40538.0,1
UPS,30449,12,579.52,2096,3238.15,11.0,468.88,2096.0,2787.49,11.0,470.17,2096.0,2794.75,450.6600000000003,13.917205811960542,13.693003721260599,-8.333333333333334,-19.09166206515737,3,Zentrumsnah verdichtete Mischnutzung,urban,0.6773891431704135,52274.0,3
UPS,30453,11,605.04,1821,3257.93,10.0,453.67,1821.0,2654.49,10.0,451.38,1821.0,2657.0,603.44,18.522190470636264,18.44514768580049,-9.090909090909092,-25.0181806161576,4,Städtisch mit Verdichtungsansätzen,suburban,0.3175021077016408,17864.0,1
UPS,30455,6,354.19,812,1866.69,5.0,240.06,812.0,1388.83,5.0,240.64,812.0,1386.49,477.8600000000001,25.599322865607043,25.724678441519483,-16.666666666666668,-32.222818261385136,4,Städtisch mit Verdichtungsansätzen,suburban,0.9967467302434696,21665.0,1
UPS,30457,6,395.38,1021,1917.3,6.0,335.76,1021.0,1706.0700000000002,6.0,335.76,1021.0,1706.0700000000002,211.2299999999998,11.017055233922692,11.017055233922692,0.0,-15.079164348221964,4,Städtisch mit Verdichtungsansätzen,suburban,0.8041563849902899,18093.0,1
UPS,30519,16,1043.83,3056,4817.82,16.0,917.97,3056.0,4439.1900000000005,16.0,917.97,3056.0,4439.1900000000005,378.6299999999992,7.858948653125256,7.858948653125256,0.0,-12.05751894465573,3,Zentrumsnah verdichtete Mischnutzung,urban,0.454986530655141,31405.0,2
UPS,30539,15,1054.87,2701,4416.14,13.0,834.6800000000001,2701.0,3626.66,13.0,834.6800000000001,2701.0,3626.66,789.4800000000005,17.877150633811436,17.877150633811436,-13.333333333333334,-20.873662157422228,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4584993773941337,19961.0,1
UPS,30559,35,1765.77,5951,9888.91,31.0,1355.29,5951.0,8067.450000000001,32.0,1373.0900000000001,5951.0,8290.99,1821.4600000000012,18.419219105037858,16.158707076917477,-11.428571428571429,-23.246515684375655,4,Städtisch mit Verdichtungsansätzen,suburban,0.5490105390351068,71927.0,4
UPS,30625,11,547.41,1492,3011.61,9.0,418.37,1492.0,2342.9700000000003,9.0,418.37,1492.0,2342.9700000000003,668.6399999999999,22.202077958301366,22.202077958301366,-18.181818181818183,-23.572824756580985,4,Städtisch mit Verdichtungsansätzen,suburban,0.6299961068049671,33250.0,2
UPS,30657,19,469.75,3745,4632.26,18.0,379.27,3745.0,4184.06,18.0,381.37,3745.0,4184.24,448.1999999999998,9.675622698207782,9.671736905959518,-5.2631578947368425,-19.26130920702502,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.6747209741882092,16117.0,1
UPS,30823,9,443.14,1337,2623.66,8.0,298.75,1337.0,2066.44,8.0,302.24,1337.0,2071.88,557.2199999999998,21.23827020269394,21.030926263311546,-11.11111111111111,-32.58338222683576,4,Städtisch mit Verdichtungsansätzen,suburban,0.4691854467936948,26279.0,1
UPS,30827,18,838.5699999999999,3210,5151.73,18.0,698.74,3210.0,4644.83,19.0,699.7,3210.0,4774.63,506.9000000000003,9.839413168003752,7.3198711889015815,0.0,-16.67481545965154,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5079119318618089,33231.0,2
UPS,30853,15,220.63,2526,3537.0,13.0,127.1,2526.0,2841.65,13.0,127.1,2526.0,2841.65,695.3499999999999,19.65931580435397,19.65931580435397,-13.333333333333334,-42.3922404024838,6,Umland Verstädtert,suburban,0.9878383271989196,30958.0,2
UPS,30855,52,1039.02,11467,12280.45,52.0,821.96,11467.0,11672.31,52.0,744.0699999999999,11467.0,11450.57,608.1399999999994,4.952098660879701,6.757732819237088,0.0,-20.8908394448615,4,Städtisch mit Verdichtungsansätzen,suburban,0.6159833575115979,19799.0,2
UPS,30880,22,1749.42,4190,6919.6,20.0,1448.72,4190.0,5777.049999999999,20.0,1463.9299999999998,4190.0,5775.91,1142.550000000001,16.51179258916702,16.52826752991503,-9.090909090909092,-17.188553920728015,6,Umland Verstädtert,suburban,0.3139748070372578,38878.0,1
UPS,30890,12,1235.1,1795,4319.52,9.0,778.04,1795.0,2846.21,9.0,778.04,1795.0,2846.21,1473.3100000000004,34.10818794680891,34.10818794680891,-25.0,-37.005910452594925,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4922930803744983,33084.0,1
UPS,30900,12,1014.26,2208,4491.7,12.0,563.79,2208.0,3418.1400000000003,11.0,528.05,2208.0,3168.58,1073.5599999999995,23.900972905581394,29.456998463833294,0.0,-44.41366119141049,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5946640446856509,28240.0,1
UPS,30916,21,876.79,4019,6111.62,20.0,706.5,4019.0,5154.16,20.0,706.5,4019.0,5154.16,957.46,15.666222703636679,15.666222703636679,-4.761904761904762,-19.421982458741542,6,Umland Verstädtert,suburban,0.5635394120519126,22743.0,1
UPS,30926,11,736.03,1634,3524.89,9.0,465.17,1634.0,2512.53,9.0,465.17,1634.0,2512.53,1012.3599999999996,28.720328861326163,28.720328861326163,-18.181818181818183,-36.800130429466186,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.3864664163120905,31847.0,1
UPS,30938,18,1305.47,3590,5595.48,17.0,991.26,3590.0,4562.98,17.0,1007.69,3590.0,4609.62,1032.5,18.4523937177865,17.61886379720774,-5.555555555555555,-24.068726205887536,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7619586842591053,20356.0,1
UPS,30952,9,737.35,1329,3209.26,8.0,514.8,1329.0,2443.81,8.0,514.8,1329.0,2443.81,765.4500000000003,23.851292821398086,23.851292821398086,-11.11111111111111,-30.1824099816912,4,Städtisch mit Verdichtungsansätzen,suburban,0.3531171193649204,23156.0,1
UPS,30966,9,687.62,1386,2977.32,8.0,503.02,1386.0,2359.08,8.0,518.8199999999999,1386.0,2381.1800000000003,618.2400000000002,20.76498327354803,20.022704983004843,-11.11111111111111,-26.846223204677006,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5738267115966268,18413.0,1
UPS,30974,6,671.75,1072,2272.48,6.0,541.9,1072.0,1942.22,6.0,541.9,1072.0,1942.22,330.26,14.533021192705766,14.533021192705766,0.0,-19.3301079270562,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5280758746275026,13901.0,1
UPS,30982,6,740.71,878,2404.21,4.0,427.62,878.0,1444.73,6.0,575.84,878.0,1993.21,959.48,39.9083274755533,17.095012498908165,-33.333333333333336,-42.26890415952262,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5160662609374094,13750.0,1
UPS,30989,6,546.4300000000001,1191,2256.94,7.0,461.85,1191.0,2159.14,7.0,458.15,1191.0,2150.31,97.80000000000018,4.333300840961664,4.724538534475888,16.666666666666668,-15.478652343392572,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.7182255388514937,14121.0,1
UPS,31275,17,1607.45,2904,6113.21,15.0,1207.35,2904.0,4828.12,15.0,1090.67,2904.0,4525.16,1285.09,21.02152551605458,25.97735068810004,-11.764705882352942,-24.89035428784722,6,Umland Verstädtert,suburban,0.5607199205262813,42686.0,1
UPS,31303,12,1090.0,1804,4252.2,10.0,733.61,1804.0,3055.82,9.0,675.6500000000001,1804.0,2786.94,1196.38,28.135553360613326,34.458868350500914,-16.666666666666668,-32.69633027522936,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.4973843134686194,28877.0,1
UPS,31311,8,1027.9,1062,3263.73,7.0,736.23,1062.0,2427.41,7.0,736.23,1062.0,2427.41,836.3200000000002,25.624668707276648,25.624668707276648,-12.5,-28.375328339332626,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.7093788057512238,19975.0,1
UPS,31319,6,689.21,1055,2338.69,6.0,529.68,1055.0,1941.51,6.0,529.68,1055.0,1941.51,397.18000000000006,16.983011857065282,16.983011857065282,0.0,-23.146791253754312,8,Umland dörflich ohne gewerblichen Einfluss,rural,0.5327857182637412,23036.0,1
UPS,31515,17,1451.9,3281,5986.2,17.0,1105.85,3281.0,4978.52,16.0,1055.94,3281.0,4683.48,1007.6799999999994,16.833383448598433,21.7620527212589,0.0,-23.834286107858677,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4382487580737642,40666.0,1
UPS,31535,17,2065.21,2571,7128.82,14.0,1209.78,2571.0,4710.79,13.0,1131.79,2571.0,4397.07,2418.03,33.919077771636815,38.31980608291414,-17.647058823529413,-41.42096929610064,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.4384989309139261,43634.0,1
UPS,31832,12,1606.96,1605,5018.32,8.0,994.71,1605.0,3016.05,8.0,984.97,1605.0,3010.96,2002.2699999999995,39.899209297135286,40.000637663600564,-33.333333333333336,-38.09989047642754,7,Umland dörflich mit geringem gewerblichem Einfluss,rural,0.5244252875044891,28627.0,1
